stage_event_id,application_id,stage_code,stage_sequence_number,stage_entry_date,stage_exit_date,exit_reason,updated_at,extracted_at
STG-00087405,APP-0041658,review,1,2025-05-30,2025-06-04,rejected,2025-06-04T16:00:25Z,2026-05-31T23:59:59Z
STG-00087406,APP-0041659,review,1,2025-05-30,2025-06-01,,2025-06-01T19:56:19Z,2026-05-31T23:59:59Z
STG-00087407,APP-0041659,screen,2,2025-06-01,2025-06-07,,2025-06-07T08:38:13Z,2026-05-31T23:59:59Z
STG-00087408,APP-0041659,assessment,3,2025-06-07,2025-06-14,,2025-06-14T12:29:24Z,2026-05-31T23:59:59Z
STG-00087409,APP-0041659,interview,4,2025-06-14,2025-06-20,rejected,2025-06-20T17:30:26Z,2026-05-31T23:59:59Z
STG-00087410,APP-0041660,review,1,2025-05-30,2025-06-01,withdrawn,2025-06-01T17:39:35Z,2026-05-31T23:59:59Z
STG-00087411,APP-0041661,review,1,2025-05-30,2025-06-01,rejected,2025-06-01T10:34:41Z,2026-05-31T23:59:59Z
STG-00087412,APP-0041662,review,1,2025-05-30,2025-05-31,,2025-05-31T11:48:11Z,2026-05-31T23:59:59Z
STG-00087413,APP-0041662,screen,2,2025-05-31,2025-06-04,,2025-06-04T19:37:17Z,2026-05-31T23:59:59Z
STG-00087414,APP-0041662,assessment,3,2025-06-04,2025-06-10,withdrawn,2025-06-10T09:34:06Z,2026-05-31T23:59:59Z
STG-00087415,APP-0041663,review,1,2025-05-30,2025-05-31,,2025-05-31T17:04:24Z,2026-05-31T23:59:59Z
STG-00087416,APP-0041663,screen,2,2025-05-31,2025-06-05,,2025-06-05T09:38:42Z,2026-05-31T23:59:59Z
STG-00087417,APP-0041663,assessment,3,2025-06-05,2025-06-13,rejected,2025-06-13T19:25:40Z,2026-05-31T23:59:59Z
STG-00087418,APP-0041664,review,1,2025-05-30,2025-06-02,,2025-06-02T12:17:41Z,2026-05-31T23:59:59Z
STG-00087419,APP-0041664,screen,2,2025-06-02,2025-06-06,,2025-06-06T11:56:35Z,2026-05-31T23:59:59Z
STG-00087420,APP-0041664,assessment,3,2025-06-06,2025-06-11,,2025-06-11T10:49:56Z,2026-05-31T23:59:59Z
STG-00087421,APP-0041664,interview,4,2025-06-11,2025-07-03,rejected,2025-07-03T16:26:42Z,2026-05-31T23:59:59Z
STG-00087422,APP-0041665,review,1,2025-05-30,2025-06-08,rejected,2025-06-08T13:58:16Z,2026-05-31T23:59:59Z
STG-00087423,APP-0041666,review,1,2025-05-30,2025-05-31,,2025-05-31T09:13:18Z,2026-05-31T23:59:59Z
STG-00087424,APP-0041666,screen,2,2025-05-31,2025-06-02,,2025-06-02T14:33:49Z,2026-05-31T23:59:59Z
STG-00087425,APP-0041666,assessment,3,2025-06-02,2025-06-08,,2025-06-08T08:12:11Z,2026-05-31T23:59:59Z
STG-00087426,APP-0041666,interview,4,2025-06-08,2025-06-10,rejected,2025-06-10T14:21:21Z,2026-05-31T23:59:59Z
STG-00087427,APP-0041667,review,1,2025-05-30,2025-06-14,,2025-06-14T17:03:51Z,2026-05-31T23:59:59Z
STG-00087428,APP-0041667,screen,2,2025-06-14,2025-06-25,,2025-06-25T11:01:58Z,2026-05-31T23:59:59Z
STG-00087429,APP-0041667,assessment,3,2025-06-25,2025-07-03,rejected,2025-07-03T10:53:36Z,2026-05-31T23:59:59Z
STG-00087430,APP-0041668,review,1,2025-05-30,2025-06-03,,2025-06-03T11:48:37Z,2026-05-31T23:59:59Z
STG-00087431,APP-0041668,screen,2,2025-06-03,2025-06-05,,2025-06-05T08:21:23Z,2026-05-31T23:59:59Z
STG-00087432,APP-0041668,assessment,3,2025-06-05,2025-06-10,rejected,2025-06-10T19:12:57Z,2026-05-31T23:59:59Z
STG-00087433,APP-0041669,review,1,2025-05-30,2025-06-01,,2025-06-01T09:55:59Z,2026-05-31T23:59:59Z
STG-00087434,APP-0041669,screen,2,2025-06-01,2025-06-07,,2025-06-07T10:32:44Z,2026-05-31T23:59:59Z
STG-00087435,APP-0041669,assessment,3,2025-06-07,2025-06-12,,2025-06-12T11:39:06Z,2026-05-31T23:59:59Z
STG-00087436,APP-0041669,interview,4,2025-06-12,2025-06-18,,2025-06-18T08:03:44Z,2026-05-31T23:59:59Z
STG-00087437,APP-0041669,offer,5,2025-06-18,2025-06-19,,2025-06-19T10:46:14Z,2026-05-31T23:59:59Z
STG-00087438,APP-0041670,review,1,2025-05-30,2025-06-03,rejected,2025-06-03T18:49:11Z,2026-05-31T23:59:59Z
STG-00087439,APP-0041671,review,1,2025-05-30,2025-06-01,,2025-06-01T10:25:53Z,2026-05-31T23:59:59Z
STG-00087440,APP-0041671,screen,2,2025-06-01,2025-06-03,,2025-06-03T18:57:22Z,2026-05-31T23:59:59Z
STG-00087441,APP-0041671,assessment,3,2025-06-03,2025-06-12,,2025-06-12T19:18:28Z,2026-05-31T23:59:59Z
STG-00087442,APP-0041671,interview,4,2025-06-12,2025-06-17,withdrawn,2025-06-17T14:50:38Z,2026-05-31T23:59:59Z
STG-00087443,APP-0041672,review,1,2025-05-30,2025-06-04,rejected,2025-06-04T13:35:36Z,2026-05-31T23:59:59Z
STG-00087444,APP-0041673,review,1,2025-05-30,2025-06-03,rejected,2025-06-03T11:39:55Z,2026-05-31T23:59:59Z
STG-00087445,APP-0041674,review,1,2025-05-30,2025-06-01,rejected,2025-06-01T10:44:45Z,2026-05-31T23:59:59Z
STG-00087446,APP-0041675,review,1,2025-05-30,2025-06-03,,2025-06-03T08:21:59Z,2026-05-31T23:59:59Z
STG-00087447,APP-0041675,screen,2,2025-06-03,2025-06-05,,2025-06-05T15:52:17Z,2026-05-31T23:59:59Z
STG-00087448,APP-0041675,assessment,3,2025-06-05,2025-06-08,rejected,2025-06-08T14:25:36Z,2026-05-31T23:59:59Z
STG-00087449,APP-0041676,review,1,2025-05-30,2025-06-01,,2025-06-01T09:21:58Z,2026-05-31T23:59:59Z
STG-00087450,APP-0041676,screen,2,2025-06-01,2025-06-05,rejected,2025-06-05T14:31:47Z,2026-05-31T23:59:59Z
STG-00087451,APP-0041677,review,1,2025-05-30,2025-06-04,rejected,2025-06-04T11:57:57Z,2026-05-31T23:59:59Z
STG-00087452,APP-0041678,review,1,2025-05-30,2025-06-06,,2025-06-06T12:57:35Z,2026-05-31T23:59:59Z
STG-00087453,APP-0041678,screen,2,2025-06-06,2025-06-10,,2025-06-10T16:15:37Z,2026-05-31T23:59:59Z
STG-00087454,APP-0041678,assessment,3,2025-06-10,2025-06-19,rejected,2025-06-19T19:42:02Z,2026-05-31T23:59:59Z
STG-00087455,APP-0041679,review,1,2025-05-30,2025-06-02,rejected,2025-06-02T08:23:56Z,2026-05-31T23:59:59Z
STG-00087456,APP-0041680,review,1,2025-05-30,2025-06-03,,2025-06-03T13:29:10Z,2026-05-31T23:59:59Z
STG-00087457,APP-0041680,screen,2,2025-06-03,2025-06-05,rejected,2025-06-05T18:04:32Z,2026-05-31T23:59:59Z
STG-00087458,APP-0041681,review,1,2025-05-30,2025-06-04,rejected,2025-06-04T10:49:05Z,2026-05-31T23:59:59Z
STG-00087459,APP-0041682,review,1,2025-05-30,2025-06-02,,2025-06-02T12:23:19Z,2026-05-31T23:59:59Z
STG-00087460,APP-0041682,screen,2,2025-06-02,2025-06-03,,2025-06-03T18:22:08Z,2026-05-31T23:59:59Z
STG-00087461,APP-0041682,assessment,3,2025-06-03,2025-06-11,rejected,2025-06-11T16:32:06Z,2026-05-31T23:59:59Z
STG-00087462,APP-0041683,review,1,2025-05-30,2025-06-01,rejected,2025-06-01T14:17:32Z,2026-05-31T23:59:59Z
STG-00087463,APP-0041684,review,1,2025-05-30,2025-06-02,rejected,2025-06-02T16:59:22Z,2026-05-31T23:59:59Z
STG-00087464,APP-0041685,review,1,2025-05-30,2025-05-31,withdrawn,2025-05-31T17:32:57Z,2026-05-31T23:59:59Z
STG-00087465,APP-0041686,review,1,2025-05-30,2025-06-02,rejected,2025-06-02T09:52:31Z,2026-05-31T23:59:59Z
STG-00087466,APP-0041687,review,1,2025-05-30,2025-06-01,,2025-06-01T15:30:45Z,2026-05-31T23:59:59Z
STG-00087467,APP-0041687,screen,2,2025-06-01,2025-06-06,,2025-06-06T19:32:03Z,2026-05-31T23:59:59Z
STG-00087468,APP-0041687,assessment,3,2025-06-06,2025-06-08,,2025-06-08T14:45:54Z,2026-05-31T23:59:59Z
STG-00087469,APP-0041687,interview,4,2025-06-08,2025-06-18,rejected,2025-06-18T16:35:00Z,2026-05-31T23:59:59Z
STG-00087470,APP-0041688,review,1,2025-05-30,2025-06-01,,2025-06-01T10:28:33Z,2026-05-31T23:59:59Z
STG-00087471,APP-0041688,screen,2,2025-06-01,2025-06-04,,2025-06-04T11:34:31Z,2026-05-31T23:59:59Z
STG-00087472,APP-0041688,assessment,3,2025-06-04,2025-06-06,rejected,2025-06-06T16:24:29Z,2026-05-31T23:59:59Z
STG-00087473,APP-0041689,review,1,2025-05-30,2025-06-02,,2025-06-02T14:34:19Z,2026-05-31T23:59:59Z
STG-00087474,APP-0041689,screen,2,2025-06-02,2025-06-05,,2025-06-05T10:07:04Z,2026-05-31T23:59:59Z
STG-00087475,APP-0041689,assessment,3,2025-06-05,2025-06-07,rejected,2025-06-07T09:54:38Z,2026-05-31T23:59:59Z
STG-00087476,APP-0041690,review,1,2025-05-30,2025-05-31,,2025-05-31T12:37:56Z,2026-05-31T23:59:59Z
STG-00087477,APP-0041690,screen,2,2025-05-31,2025-06-02,,2025-06-02T16:39:14Z,2026-05-31T23:59:59Z
STG-00087478,APP-0041690,assessment,3,2025-06-02,2025-06-07,,2025-06-07T19:08:19Z,2026-05-31T23:59:59Z
STG-00087479,APP-0041690,interview,4,2025-06-07,2025-06-11,rejected,2025-06-11T12:42:29Z,2026-05-31T23:59:59Z
STG-00087480,APP-0041691,review,1,2025-05-30,2025-06-02,rejected,2025-06-02T18:09:34Z,2026-05-31T23:59:59Z
STG-00087481,APP-0041692,review,1,2025-05-30,2025-05-31,,2025-05-31T17:38:16Z,2026-05-31T23:59:59Z
STG-00087482,APP-0041692,screen,2,2025-05-31,2025-06-03,,2025-06-03T13:52:50Z,2026-05-31T23:59:59Z
STG-00087483,APP-0041692,assessment,3,2025-06-03,2025-06-06,,2025-06-06T14:19:16Z,2026-05-31T23:59:59Z
STG-00087484,APP-0041692,interview,4,2025-06-06,2025-06-07,,2025-06-07T10:21:59Z,2026-05-31T23:59:59Z
STG-00087485,APP-0041692,offer,5,2025-06-07,2025-06-11,,2025-06-11T19:04:49Z,2026-05-31T23:59:59Z
STG-00087486,APP-0041693,review,1,2025-05-30,2025-06-04,,2025-06-04T12:01:47Z,2026-05-31T23:59:59Z
STG-00087487,APP-0041693,screen,2,2025-06-04,2025-06-08,,2025-06-08T09:05:01Z,2026-05-31T23:59:59Z
STG-00087488,APP-0041693,assessment,3,2025-06-08,2025-06-16,,2025-06-16T10:07:40Z,2026-05-31T23:59:59Z
STG-00087489,APP-0041693,interview,4,2025-06-16,2025-06-30,,2025-06-30T17:58:18Z,2026-05-31T23:59:59Z
STG-00087490,APP-0041693,offer,5,2025-06-30,2025-07-06,,2025-07-06T17:08:47Z,2026-05-31T23:59:59Z
STG-00087491,APP-0041694,review,1,2025-05-30,2025-06-01,rejected,2025-06-01T12:53:29Z,2026-05-31T23:59:59Z
STG-00087492,APP-0041695,review,1,2025-05-30,2025-06-06,rejected,2025-06-06T08:18:59Z,2026-05-31T23:59:59Z
STG-00087493,APP-0041696,review,1,2025-05-30,2025-06-02,,2025-06-02T12:29:25Z,2026-05-31T23:59:59Z
STG-00087494,APP-0041696,screen,2,2025-06-02,2025-06-26,,2025-06-26T08:59:50Z,2026-05-31T23:59:59Z
STG-00087495,APP-0041696,assessment,3,2025-06-26,2025-07-04,,2025-07-04T08:08:48Z,2026-05-31T23:59:59Z
STG-00087496,APP-0041696,interview,4,2025-07-04,2025-07-10,rejected,2025-07-10T12:39:06Z,2026-05-31T23:59:59Z
STG-00087497,APP-0041697,review,1,2025-05-30,2025-06-01,rejected,2025-06-01T19:36:28Z,2026-05-31T23:59:59Z
STG-00087498,APP-0041698,review,1,2025-05-30,2025-06-04,,2025-06-04T15:23:25Z,2026-05-31T23:59:59Z
STG-00087499,APP-0041698,screen,2,2025-06-04,2025-06-10,,2025-06-10T18:40:59Z,2026-05-31T23:59:59Z
STG-00087500,APP-0041698,assessment,3,2025-06-10,2025-06-17,,2025-06-17T15:56:17Z,2026-05-31T23:59:59Z
STG-00087501,APP-0041698,interview,4,2025-06-17,2025-06-29,,2025-06-29T11:22:31Z,2026-05-31T23:59:59Z
STG-00087502,APP-0041698,offer,5,2025-06-29,2025-07-02,,2025-07-02T12:25:49Z,2026-05-31T23:59:59Z
STG-00087503,APP-0041699,review,1,2025-05-30,2025-06-02,,2025-06-02T10:45:47Z,2026-05-31T23:59:59Z
STG-00087504,APP-0041699,screen,2,2025-06-02,2025-06-04,,2025-06-04T16:54:16Z,2026-05-31T23:59:59Z
STG-00087505,APP-0041699,assessment,3,2025-06-04,2025-06-06,rejected,2025-06-06T15:43:42Z,2026-05-31T23:59:59Z
STG-00087506,APP-0041700,review,1,2025-05-30,2025-06-03,,2025-06-03T08:04:36Z,2026-05-31T23:59:59Z
STG-00087507,APP-0041700,screen,2,2025-06-03,2025-06-07,,2025-06-07T09:10:26Z,2026-05-31T23:59:59Z
STG-00087508,APP-0041700,assessment,3,2025-06-07,2025-06-19,rejected,2025-06-19T08:22:43Z,2026-05-31T23:59:59Z
STG-00087509,APP-0041701,review,1,2025-05-30,2025-05-31,,2025-05-31T11:20:37Z,2026-05-31T23:59:59Z
STG-00087510,APP-0041701,screen,2,2025-05-31,2025-06-01,,2025-06-01T19:58:24Z,2026-05-31T23:59:59Z
STG-00087511,APP-0041701,assessment,3,2025-06-01,2025-06-04,withdrawn,2025-06-04T13:18:46Z,2026-05-31T23:59:59Z
STG-00087512,APP-0041702,review,1,2025-05-30,2025-05-31,rejected,2025-05-31T08:43:56Z,2026-05-31T23:59:59Z
STG-00087513,APP-0041703,review,1,2025-05-30,2025-05-31,rejected,2025-05-31T09:30:02Z,2026-05-31T23:59:59Z
STG-00087514,APP-0041704,review,1,2025-05-30,2025-05-31,withdrawn,2025-05-31T09:17:45Z,2026-05-31T23:59:59Z
STG-00087515,APP-0041705,review,1,2025-05-30,2025-06-01,rejected,2025-06-01T11:51:11Z,2026-05-31T23:59:59Z
STG-00087516,APP-0041706,review,1,2025-05-30,2025-06-02,rejected,2025-06-02T10:11:33Z,2026-05-31T23:59:59Z
STG-00087517,APP-0041707,review,1,2025-05-30,2025-06-26,rejected,2025-06-26T19:33:23Z,2026-05-31T23:59:59Z
STG-00087518,APP-0041708,review,1,2025-05-30,2025-06-02,withdrawn,2025-06-02T18:08:18Z,2026-05-31T23:59:59Z
STG-00087519,APP-0041709,review,1,2025-05-30,2025-06-03,,2025-06-03T19:49:24Z,2026-05-31T23:59:59Z
STG-00087520,APP-0041709,screen,2,2025-06-03,2025-06-09,,2025-06-09T12:26:11Z,2026-05-31T23:59:59Z
STG-00087521,APP-0041709,assessment,3,2025-06-09,2025-06-19,withdrawn,2025-06-19T13:07:01Z,2026-05-31T23:59:59Z
STG-00087522,APP-0041710,review,1,2025-05-30,2025-05-31,withdrawn,2025-05-31T16:23:43Z,2026-05-31T23:59:59Z
STG-00087523,APP-0041711,review,1,2025-05-30,2025-06-17,rejected,2025-06-17T11:14:33Z,2026-05-31T23:59:59Z
STG-00087524,APP-0041712,review,1,2025-05-30,2025-06-02,rejected,2025-06-02T14:26:02Z,2026-05-31T23:59:59Z
STG-00087525,APP-0041713,review,1,2025-05-30,2025-06-01,,2025-06-01T08:28:28Z,2026-05-31T23:59:59Z
STG-00087526,APP-0041713,screen,2,2025-06-01,2025-06-06,,2025-06-06T08:50:30Z,2026-05-31T23:59:59Z
STG-00087527,APP-0041713,assessment,3,2025-06-06,2025-06-09,,2025-06-09T16:28:48Z,2026-05-31T23:59:59Z
STG-00087528,APP-0041713,interview,4,2025-06-09,2025-06-15,rejected,2025-06-15T16:09:53Z,2026-05-31T23:59:59Z
STG-00087529,APP-0041714,review,1,2025-05-31,2025-06-09,,2025-06-09T12:42:47Z,2026-05-31T23:59:59Z
STG-00087530,APP-0041714,screen,2,2025-06-09,2025-06-21,,2025-06-21T08:28:18Z,2026-05-31T23:59:59Z
STG-00087531,APP-0041714,assessment,3,2025-06-21,2025-07-23,,2025-07-23T09:58:12Z,2026-05-31T23:59:59Z
STG-00087532,APP-0041714,interview,4,2025-07-23,2025-08-07,rejected,2025-08-07T09:13:50Z,2026-05-31T23:59:59Z
STG-00087533,APP-0041715,review,1,2025-05-31,2025-06-03,,2025-06-03T12:21:44Z,2026-05-31T23:59:59Z
STG-00087534,APP-0041715,screen,2,2025-06-03,2025-06-10,,2025-06-10T10:49:31Z,2026-05-31T23:59:59Z
STG-00087535,APP-0041715,assessment,3,2025-06-10,2025-06-27,,2025-06-27T11:30:53Z,2026-05-31T23:59:59Z
STG-00087536,APP-0041715,interview,4,2025-06-27,2025-07-09,rejected,2025-07-09T19:29:27Z,2026-05-31T23:59:59Z
STG-00087537,APP-0041716,review,1,2025-05-31,2025-06-04,,2025-06-04T17:14:41Z,2026-05-31T23:59:59Z
STG-00087538,APP-0041716,screen,2,2025-06-04,2025-06-15,,2025-06-15T08:38:40Z,2026-05-31T23:59:59Z
STG-00087539,APP-0041716,assessment,3,2025-06-15,2025-06-27,,2025-06-27T15:33:26Z,2026-05-31T23:59:59Z
STG-00087540,APP-0041716,interview,4,2025-06-27,2025-07-15,rejected,2025-07-15T10:24:37Z,2026-05-31T23:59:59Z
STG-00087541,APP-0041717,review,1,2025-05-31,2025-06-03,rejected,2025-06-03T10:21:39Z,2026-05-31T23:59:59Z
STG-00087542,APP-0041718,review,1,2025-05-31,2025-06-02,rejected,2025-06-02T11:38:49Z,2026-05-31T23:59:59Z
STG-00087543,APP-0041719,review,1,2025-05-31,2025-06-03,,2025-06-03T17:27:59Z,2026-05-31T23:59:59Z
STG-00087544,APP-0041719,screen,2,2025-06-03,2025-06-13,,2025-06-13T17:43:24Z,2026-05-31T23:59:59Z
STG-00087545,APP-0041719,assessment,3,2025-06-13,2025-06-16,,2025-06-16T09:44:10Z,2026-05-31T23:59:59Z
STG-00087546,APP-0041719,interview,4,2025-06-16,2025-06-25,rejected,2025-06-25T13:34:08Z,2026-05-31T23:59:59Z
STG-00087547,APP-0041720,review,1,2025-05-31,2025-06-02,,2025-06-02T09:28:38Z,2026-05-31T23:59:59Z
STG-00087548,APP-0041720,screen,2,2025-06-02,2025-06-06,,2025-06-06T15:23:03Z,2026-05-31T23:59:59Z
STG-00087549,APP-0041720,assessment,3,2025-06-06,2025-06-09,rejected,2025-06-09T08:16:01Z,2026-05-31T23:59:59Z
STG-00087550,APP-0041721,review,1,2025-05-31,2025-06-06,,2025-06-06T17:34:28Z,2026-05-31T23:59:59Z
STG-00087551,APP-0041721,screen,2,2025-06-06,2025-06-07,,2025-06-07T15:25:38Z,2026-05-31T23:59:59Z
STG-00087552,APP-0041721,assessment,3,2025-06-07,2025-06-11,rejected,2025-06-11T16:49:12Z,2026-05-31T23:59:59Z
STG-00087553,APP-0041722,review,1,2025-05-31,2025-06-04,rejected,2025-06-04T13:04:30Z,2026-05-31T23:59:59Z
STG-00087554,APP-0041723,review,1,2025-05-31,2025-06-05,rejected,2025-06-05T18:42:05Z,2026-05-31T23:59:59Z
STG-00087555,APP-0041724,review,1,2025-05-31,2025-06-11,,2025-06-11T14:26:51Z,2026-05-31T23:59:59Z
STG-00087556,APP-0041724,screen,2,2025-06-11,2025-06-15,,2025-06-15T19:05:53Z,2026-05-31T23:59:59Z
STG-00087557,APP-0041724,assessment,3,2025-06-15,2025-07-03,,2025-07-03T11:16:23Z,2026-05-31T23:59:59Z
STG-00087558,APP-0041724,interview,4,2025-07-03,2025-07-13,rejected,2025-07-13T09:43:50Z,2026-05-31T23:59:59Z
STG-00087559,APP-0041725,review,1,2025-05-31,2025-06-06,,2025-06-06T13:20:00Z,2026-05-31T23:59:59Z
STG-00087560,APP-0041725,screen,2,2025-06-06,2025-06-13,,2025-06-13T14:54:31Z,2026-05-31T23:59:59Z
STG-00087561,APP-0041725,assessment,3,2025-06-13,2025-06-21,rejected,2025-06-21T08:08:17Z,2026-05-31T23:59:59Z
STG-00087562,APP-0041726,review,1,2025-05-31,2025-06-02,withdrawn,2025-06-02T17:26:35Z,2026-05-31T23:59:59Z
STG-00087563,APP-0041727,review,1,2025-05-31,2025-06-02,,2025-06-02T19:44:29Z,2026-05-31T23:59:59Z
STG-00087564,APP-0041727,screen,2,2025-06-02,2025-06-14,rejected,2025-06-14T10:29:18Z,2026-05-31T23:59:59Z
STG-00087565,APP-0041728,review,1,2025-05-31,2025-06-08,rejected,2025-06-08T15:12:40Z,2026-05-31T23:59:59Z
STG-00087566,APP-0041729,review,1,2025-05-31,2025-06-03,withdrawn,2025-06-03T09:16:02Z,2026-05-31T23:59:59Z
STG-00087567,APP-0041730,review,1,2025-05-31,2025-06-04,,2025-06-04T18:13:24Z,2026-05-31T23:59:59Z
STG-00087568,APP-0041730,screen,2,2025-06-04,2025-06-05,,2025-06-05T19:10:13Z,2026-05-31T23:59:59Z
STG-00087569,APP-0041730,assessment,3,2025-06-05,2025-06-10,withdrawn,2025-06-10T17:40:19Z,2026-05-31T23:59:59Z
STG-00087570,APP-0041731,review,1,2025-05-31,2025-06-06,,2025-06-06T14:04:22Z,2026-05-31T23:59:59Z
STG-00087571,APP-0041731,screen,2,2025-06-06,2025-06-15,,2025-06-15T08:07:12Z,2026-05-31T23:59:59Z
STG-00087572,APP-0041731,assessment,3,2025-06-15,2025-06-19,,2025-06-19T19:08:58Z,2026-05-31T23:59:59Z
STG-00087573,APP-0041731,interview,4,2025-06-19,2025-07-02,rejected,2025-07-02T17:43:56Z,2026-05-31T23:59:59Z
STG-00087574,APP-0041732,review,1,2025-05-31,2025-06-02,,2025-06-02T15:27:59Z,2026-05-31T23:59:59Z
STG-00087575,APP-0041732,screen,2,2025-06-02,2025-06-10,,2025-06-10T14:50:17Z,2026-05-31T23:59:59Z
STG-00087576,APP-0041732,assessment,3,2025-06-10,2025-06-19,,2025-06-19T11:19:47Z,2026-05-31T23:59:59Z
STG-00087577,APP-0041732,interview,4,2025-06-19,2025-07-09,rejected,2025-07-09T10:24:05Z,2026-05-31T23:59:59Z
STG-00087578,APP-0041733,review,1,2025-05-31,2025-06-03,withdrawn,2025-06-03T08:14:12Z,2026-05-31T23:59:59Z
STG-00087579,APP-0041734,review,1,2025-05-31,2025-06-03,rejected,2025-06-03T17:06:10Z,2026-05-31T23:59:59Z
STG-00087580,APP-0041735,review,1,2025-05-31,2025-06-03,rejected,2025-06-03T12:57:13Z,2026-05-31T23:59:59Z
STG-00087581,APP-0041736,review,1,2025-05-31,2025-06-08,rejected,2025-06-08T12:02:07Z,2026-05-31T23:59:59Z
STG-00087582,APP-0041737,review,1,2025-05-31,2025-06-02,,2025-06-02T19:49:25Z,2026-05-31T23:59:59Z
STG-00087583,APP-0041737,screen,2,2025-06-02,2025-06-06,,2025-06-06T15:19:47Z,2026-05-31T23:59:59Z
STG-00087584,APP-0041737,assessment,3,2025-06-06,2025-06-09,rejected,2025-06-09T13:33:36Z,2026-05-31T23:59:59Z
STG-00087585,APP-0041738,review,1,2025-05-31,2025-06-04,rejected,2025-06-04T15:12:38Z,2026-05-31T23:59:59Z
STG-00087586,APP-0041739,review,1,2025-05-31,2025-06-09,rejected,2025-06-09T08:34:36Z,2026-05-31T23:59:59Z
STG-00087587,APP-0041740,review,1,2025-05-31,2025-06-01,rejected,2025-06-01T18:01:46Z,2026-05-31T23:59:59Z
STG-00087588,APP-0041741,review,1,2025-05-31,2025-06-04,rejected,2025-06-04T13:22:35Z,2026-05-31T23:59:59Z
STG-00087589,APP-0041742,review,1,2025-05-31,2025-06-04,rejected,2025-06-04T19:10:05Z,2026-05-31T23:59:59Z
STG-00087590,APP-0041743,review,1,2025-05-31,2025-06-02,,2025-06-02T11:31:52Z,2026-05-31T23:59:59Z
STG-00087591,APP-0041743,screen,2,2025-06-02,2025-06-05,,2025-06-05T19:41:50Z,2026-05-31T23:59:59Z
STG-00087592,APP-0041743,assessment,3,2025-06-05,2025-06-07,,2025-06-07T09:19:00Z,2026-05-31T23:59:59Z
STG-00087593,APP-0041743,interview,4,2025-06-07,2025-06-13,rejected,2025-06-13T18:26:26Z,2026-05-31T23:59:59Z
STG-00087594,APP-0041744,review,1,2025-05-31,2025-06-02,rejected,2025-06-02T17:08:01Z,2026-05-31T23:59:59Z
STG-00087595,APP-0041745,review,1,2025-05-31,2025-05-31,rejected,2025-05-31T11:20:07Z,2026-05-31T23:59:59Z
STG-00087596,APP-0041746,review,1,2025-05-31,2025-06-02,,2025-06-02T09:36:29Z,2026-05-31T23:59:59Z
STG-00087597,APP-0041746,screen,2,2025-06-02,2025-06-11,,2025-06-11T16:08:43Z,2026-05-31T23:59:59Z
STG-00087598,APP-0041746,assessment,3,2025-06-11,2025-06-13,,2025-06-13T16:35:38Z,2026-05-31T23:59:59Z
STG-00087599,APP-0041746,interview,4,2025-06-13,2025-06-14,rejected,2025-06-14T09:55:24Z,2026-05-31T23:59:59Z
STG-00087600,APP-0041747,review,1,2025-05-31,2025-06-08,,2025-06-08T18:00:24Z,2026-05-31T23:59:59Z
STG-00087601,APP-0041747,screen,2,2025-06-08,2025-06-10,rejected,2025-06-10T12:27:26Z,2026-05-31T23:59:59Z
STG-00087602,APP-0041748,review,1,2025-05-31,2025-06-06,,2025-06-06T11:14:28Z,2026-05-31T23:59:59Z
STG-00087603,APP-0041748,screen,2,2025-06-06,2025-06-11,,2025-06-11T15:05:38Z,2026-05-31T23:59:59Z
STG-00087604,APP-0041748,assessment,3,2025-06-11,2025-06-19,rejected,2025-06-19T19:22:09Z,2026-05-31T23:59:59Z
STG-00087605,APP-0041749,review,1,2025-05-31,2025-06-04,rejected,2025-06-04T19:11:51Z,2026-05-31T23:59:59Z
STG-00087606,APP-0041750,review,1,2025-05-31,2025-06-04,rejected,2025-06-04T09:15:57Z,2026-05-31T23:59:59Z
STG-00087607,APP-0041751,review,1,2025-05-31,2025-06-03,,2025-06-03T13:55:39Z,2026-05-31T23:59:59Z
STG-00087608,APP-0041751,screen,2,2025-06-03,2025-06-04,,2025-06-04T13:22:18Z,2026-05-31T23:59:59Z
STG-00087609,APP-0041751,assessment,3,2025-06-04,2025-06-04,rejected,2025-06-04T15:42:20Z,2026-05-31T23:59:59Z
STG-00087610,APP-0041752,review,1,2025-05-31,2025-06-07,,2025-06-07T16:05:13Z,2026-05-31T23:59:59Z
STG-00087611,APP-0041752,screen,2,2025-06-07,2025-06-09,,2025-06-09T08:25:19Z,2026-05-31T23:59:59Z
STG-00087612,APP-0041752,assessment,3,2025-06-09,2025-06-14,,2025-06-14T18:07:17Z,2026-05-31T23:59:59Z
STG-00087613,APP-0041752,interview,4,2025-06-14,2025-06-20,rejected,2025-06-20T15:19:31Z,2026-05-31T23:59:59Z
STG-00087614,APP-0041753,review,1,2025-05-31,2025-06-04,,2025-06-04T17:48:16Z,2026-05-31T23:59:59Z
STG-00087615,APP-0041753,screen,2,2025-06-04,2025-06-07,,2025-06-07T09:20:54Z,2026-05-31T23:59:59Z
STG-00087616,APP-0041753,assessment,3,2025-06-07,2025-06-09,withdrawn,2025-06-09T09:57:32Z,2026-05-31T23:59:59Z
STG-00087617,APP-0041754,review,1,2025-05-31,2025-06-04,rejected,2025-06-04T13:48:10Z,2026-05-31T23:59:59Z
