worker_event_id,worker_id,candidate_id,application_id,requisition_id,event_type,event_date,termination_reason,updated_at,extracted_at
WE-0002154,W-101845,CAND-0037049,APP-0038144,REQ-2025-00345,start,2025-06-30,,2025-06-30T15:08:47Z,2026-05-31T23:59:59Z
WE-0002155,W-101846,CAND-0037244,APP-0038350,REQ-2025-00356,start,2025-06-30,,2025-07-01T13:58:01Z,2026-05-31T23:59:59Z
WE-0002156,W-101847,CAND-0037331,APP-0038443,REQ-2025-00386,start,2025-06-30,,2025-07-02T17:40:35Z,2026-05-31T23:59:59Z
WE-0002157,W-101848,CAND-0037711,APP-0038842,REQ-2025-00345,start,2025-06-30,,2025-07-02T13:33:57Z,2026-05-31T23:59:59Z
WE-0002158,W-101849,CAND-0037815,APP-0038960,REQ-2025-00370,start,2025-06-30,,2025-07-01T08:13:08Z,2026-05-31T23:59:59Z
WE-0002159,W-101850,CAND-0038092,APP-0039248,REQ-2025-00094,start,2025-06-30,,2025-06-30T14:53:54Z,2026-05-31T23:59:59Z
WE-0002160,W-101851,CAND-0038202,APP-0039362,REQ-2025-00329,start,2025-06-30,,2025-07-02T12:50:45Z,2026-05-31T23:59:59Z
WE-0002161,W-101852,CAND-0038266,APP-0039432,REQ-2025-00434,start,2025-06-30,,2025-07-03T14:12:03Z,2026-05-31T23:59:59Z
WE-0002162,W-101853,CAND-0038633,APP-0039821,REQ-2025-00417,start,2025-06-30,,2025-07-02T13:14:49Z,2026-05-31T23:59:59Z
WE-0002163,W-101854,CAND-0038652,APP-0039840,REQ-2025-00443,start,2025-06-30,,2025-07-03T11:01:51Z,2026-05-31T23:59:59Z
WE-0002164,W-101855,CAND-0000821,APP-0039955,REQ-2025-00405,start,2025-06-30,,2025-07-01T17:56:12Z,2026-05-31T23:59:59Z
WE-0002165,W-101856,CAND-0038837,APP-0040038,REQ-2025-00438,start,2025-06-30,,2025-07-02T08:33:46Z,2026-05-31T23:59:59Z
WE-0002166,W-101857,CAND-0038911,APP-0040114,REQ-2025-00424,start,2025-06-30,,2025-07-03T17:10:40Z,2026-05-31T23:59:59Z
WE-0002167,W-101858,CAND-0038925,APP-0040131,REQ-2025-00446,start,2025-06-30,,2025-07-01T18:12:22Z,2026-05-31T23:59:59Z
WE-0002168,W-101859,CAND-0038959,APP-0040166,REQ-2025-00308,start,2025-06-30,,2025-07-02T11:28:23Z,2026-05-31T23:59:59Z
WE-0002169,W-101860,CAND-0039076,APP-0040289,REQ-2025-00443,start,2025-06-30,,2025-07-03T19:52:33Z,2026-05-31T23:59:59Z
WE-0002170,W-101861,CAND-0006661,APP-0040309,REQ-2025-00143,start,2025-06-30,,2025-07-02T12:00:36Z,2026-05-31T23:59:59Z
WE-0002171,W-101862,CAND-0039115,APP-0040331,REQ-2025-00377,start,2025-06-30,,2025-07-02T10:25:54Z,2026-05-31T23:59:59Z
WE-0002172,W-101863,CAND-0039134,APP-0040352,REQ-2025-00441,start,2025-06-30,,2025-06-30T19:51:36Z,2026-05-31T23:59:59Z
WE-0002173,W-101864,CAND-0039188,APP-0040407,REQ-2025-00405,start,2025-06-30,,2025-07-02T10:10:38Z,2026-05-31T23:59:59Z
WE-0002174,W-101865,CAND-0039209,APP-0040431,REQ-2025-00448,start,2025-06-30,,2025-07-01T10:05:49Z,2026-05-31T23:59:59Z
WE-0002175,W-101866,CAND-0039262,APP-0040487,REQ-2025-00394,start,2025-06-30,,2025-07-01T17:15:23Z,2026-05-31T23:59:59Z
WE-0002176,W-101867,CAND-0039293,APP-0040519,REQ-2025-00469,start,2025-06-30,,2025-07-01T11:19:45Z,2026-05-31T23:59:59Z
WE-0002177,W-101868,CAND-0039383,APP-0040616,REQ-2025-00394,start,2025-06-30,,2025-07-02T12:21:27Z,2026-05-31T23:59:59Z
WE-0002178,W-101869,CAND-0039510,APP-0040749,REQ-2025-00482,start,2025-06-30,,2025-07-01T15:49:42Z,2026-05-31T23:59:59Z
WE-0002179,W-101870,CAND-0039514,APP-0040753,REQ-2025-00486,start,2025-06-30,,2025-07-03T08:28:48Z,2026-05-31T23:59:59Z
WE-0002180,W-101871,CAND-0039518,APP-0040757,REQ-2025-00488,start,2025-06-30,,2025-07-02T18:42:51Z,2026-05-31T23:59:59Z
WE-0002181,W-101872,CAND-0039586,APP-0040830,REQ-2025-00482,start,2025-06-30,,2025-06-30T17:27:25Z,2026-05-31T23:59:59Z
WE-0002182,W-101873,CAND-0039722,APP-0040975,REQ-2025-00445,start,2025-06-30,,2025-07-02T18:57:11Z,2026-05-31T23:59:59Z
WE-0002183,W-101874,CAND-0039856,APP-0041117,REQ-2025-00492,start,2025-06-30,,2025-07-03T08:17:21Z,2026-05-31T23:59:59Z
WE-0002184,W-101875,CAND-0039984,APP-0041252,REQ-2025-00460,start,2025-06-30,,2025-07-03T17:28:18Z,2026-05-31T23:59:59Z
WE-0002185,W-101876,CAND-0040712,APP-0042032,REQ-2025-00490,start,2025-06-30,,2025-06-30T17:00:20Z,2026-05-31T23:59:59Z
WE-0002186,W-101797,CAND-0036774,APP-0037854,REQ-2025-00309,termination,2025-07-01,involuntary_performance,2025-07-02T15:15:42Z,2026-05-31T23:59:59Z
WE-0002187,W-100950,CAND-0019931,APP-0020252,REQ-2024-00887,termination,2025-07-03,involuntary_restructuring,2025-07-04T09:57:28Z,2026-05-31T23:59:59Z
WE-0002188,W-101624,CAND-0034678,APP-0035645,REQ-2025-00202,termination,2025-07-03,involuntary_performance,2025-07-05T09:31:05Z,2026-05-31T23:59:59Z
WE-0002189,W-100714,CAND-0015172,APP-0015355,REQ-2024-00699,termination,2025-07-04,voluntary_resignation,2025-07-08T13:11:43Z,2026-05-31T23:59:59Z
WE-0002190,W-101836,CAND-0039758,APP-0041013,REQ-2025-00491,termination,2025-07-05,voluntary_resignation,2025-07-05T10:59:54Z,2026-05-31T23:59:59Z
WE-0002191,W-100755,CAND-0015906,APP-0016106,REQ-2024-00703,termination,2025-07-06,voluntary_resignation,2025-07-10T13:28:28Z,2026-05-31T23:59:59Z
WE-0002192,W-101564,CAND-0030292,APP-0031034,REQ-2025-00078,termination,2025-07-06,voluntary_resignation,2025-07-09T09:14:46Z,2026-05-31T23:59:59Z
WE-0002193,W-101877,CAND-0036820,APP-0037902,REQ-2025-00014,start,2025-07-07,,2025-07-08T18:50:56Z,2026-05-31T23:59:59Z
WE-0002194,W-101878,CAND-0037663,APP-0038791,REQ-2025-00396,start,2025-07-07,,2025-07-09T15:34:11Z,2026-05-31T23:59:59Z
WE-0002195,W-101879,CAND-0037990,APP-0039144,REQ-2025-00393,start,2025-07-07,,2025-07-08T12:40:05Z,2026-05-31T23:59:59Z
WE-0002196,W-101880,CAND-0002825,APP-0039237,REQ-2024-00895,start,2025-07-07,,2025-07-09T17:54:39Z,2026-05-31T23:59:59Z
WE-0002197,W-101881,CAND-0038124,APP-0039280,REQ-2025-00354,start,2025-07-07,,2025-07-07T14:42:17Z,2026-05-31T23:59:59Z
WE-0002198,W-101882,CAND-0038152,APP-0039309,REQ-2025-00393,start,2025-07-07,,2025-07-08T12:59:04Z,2026-05-31T23:59:59Z
WE-0002199,W-101883,CAND-0038559,APP-0039743,REQ-2025-00401,start,2025-07-07,,2025-07-10T09:12:46Z,2026-05-31T23:59:59Z
WE-0002200,W-101884,CAND-0038621,APP-0039809,REQ-2025-00393,start,2025-07-07,,2025-07-08T17:54:02Z,2026-05-31T23:59:59Z
WE-0002201,W-101885,CAND-0038866,APP-0040067,REQ-2025-00205,start,2025-07-07,,2025-07-10T08:16:44Z,2026-05-31T23:59:59Z
WE-0002202,W-101886,CAND-0038879,APP-0040080,REQ-2025-00322,start,2025-07-07,,2025-07-10T11:18:46Z,2026-05-31T23:59:59Z
WE-0002203,W-101887,CAND-0038912,APP-0040115,REQ-2025-00425,start,2025-07-07,,2025-07-08T17:15:44Z,2026-05-31T23:59:59Z
WE-0002204,W-101888,CAND-0038928,APP-0040134,REQ-2025-00450,start,2025-07-07,,2025-07-10T19:22:11Z,2026-05-31T23:59:59Z
WE-0002205,W-101889,CAND-0039003,APP-0040213,REQ-2025-00442,start,2025-07-07,,2025-07-08T11:42:45Z,2026-05-31T23:59:59Z
WE-0002206,W-101890,CAND-0039154,APP-0040372,REQ-2024-01124,start,2025-07-07,,2025-07-09T18:50:55Z,2026-05-31T23:59:59Z
WE-0002207,W-101891,CAND-0039717,APP-0040970,REQ-2025-00437,start,2025-07-07,,2025-07-07T15:23:05Z,2026-05-31T23:59:59Z
WE-0002208,W-101892,CAND-0002739,APP-0040994,REQ-2025-00471,start,2025-07-07,,2025-07-08T18:51:52Z,2026-05-31T23:59:59Z
WE-0002209,W-101893,CAND-0026871,APP-0041172,REQ-2025-00476,start,2025-07-07,,2025-07-08T13:42:54Z,2026-05-31T23:59:59Z
WE-0002210,W-101894,CAND-0040011,APP-0041282,REQ-2025-00488,start,2025-07-07,,2025-07-10T11:36:27Z,2026-05-31T23:59:59Z
WE-0002211,W-101895,CAND-0040014,APP-0041285,REQ-2025-00490,start,2025-07-07,,2025-07-08T13:59:09Z,2026-05-31T23:59:59Z
WE-0002212,W-101896,CAND-0040023,APP-0041294,REQ-2025-00508,start,2025-07-07,,2025-07-07T19:17:43Z,2026-05-31T23:59:59Z
WE-0002213,W-101897,CAND-0040056,APP-0041331,REQ-2025-00451,start,2025-07-07,,2025-07-10T08:42:41Z,2026-05-31T23:59:59Z
WE-0002214,W-101898,CAND-0040096,APP-0041373,REQ-2025-00504,start,2025-07-07,,2025-07-09T12:36:50Z,2026-05-31T23:59:59Z
WE-0002215,W-101899,CAND-0040239,APP-0041531,REQ-2025-00488,start,2025-07-07,,2025-07-08T12:25:24Z,2026-05-31T23:59:59Z
WE-0002216,W-101900,CAND-0040573,APP-0041882,REQ-2025-00506,start,2025-07-07,,2025-07-09T19:49:34Z,2026-05-31T23:59:59Z
WE-0002217,W-101901,CAND-0040641,APP-0041954,REQ-2025-00490,start,2025-07-07,,2025-07-09T19:17:44Z,2026-05-31T23:59:59Z
WE-0002218,W-101902,CAND-0040642,APP-0041955,REQ-2025-00490,start,2025-07-07,,2025-07-08T13:23:21Z,2026-05-31T23:59:59Z
WE-0002219,W-101903,CAND-0040722,APP-0042042,REQ-2025-00508,start,2025-07-07,,2025-07-07T19:25:19Z,2026-05-31T23:59:59Z
WE-0002220,W-101904,CAND-0041158,APP-0042503,REQ-2025-00544,start,2025-07-07,,2025-07-08T13:23:04Z,2026-05-31T23:59:59Z
WE-0002221,W-101905,CAND-0041251,APP-0042601,REQ-2025-00535,start,2025-07-07,,2025-07-07T10:31:10Z,2026-05-31T23:59:59Z
WE-0002222,W-101906,CAND-0041368,APP-0042726,REQ-2025-00562,start,2025-07-07,,2025-07-09T17:32:04Z,2026-05-31T23:59:59Z
WE-0002223,W-101829,CAND-0038439,APP-0039617,REQ-2025-00263,termination,2025-07-11,involuntary_performance,2025-07-15T14:58:10Z,2026-05-31T23:59:59Z
WE-0002224,W-100472,CAND-0010503,APP-0010594,REQ-2024-00519,termination,2025-07-12,involuntary_performance,2025-07-17T17:51:29Z,2026-05-31T23:59:59Z
WE-0002225,W-100999,CAND-0021295,APP-0021664,REQ-2024-00938,termination,2025-07-13,involuntary_restructuring,2025-07-16T14:59:03Z,2026-05-31T23:59:59Z
WE-0002226,W-101070,CAND-0019887,APP-0020204,REQ-2024-00889,termination,2025-07-13,voluntary_resignation,2025-07-16T19:53:49Z,2026-05-31T23:59:59Z
WE-0002227,W-100932,CAND-0019171,APP-0019464,REQ-2024-00873,termination,2025-07-14,voluntary_resignation,2025-07-16T09:53:31Z,2026-05-31T23:59:59Z
WE-0002228,W-101907,CAND-0037053,APP-0038148,REQ-2025-00359,start,2025-07-14,,2025-07-17T15:03:38Z,2026-05-31T23:59:59Z
WE-0002229,W-101908,CAND-0037630,APP-0038757,REQ-2025-00341,start,2025-07-14,,2025-07-14T16:19:40Z,2026-05-31T23:59:59Z
WE-0002230,W-101909,CAND-0038536,APP-0039717,REQ-2025-00334,start,2025-07-14,,2025-07-16T15:05:29Z,2026-05-31T23:59:59Z
WE-0002231,W-101910,CAND-0038607,APP-0039795,REQ-2025-00354,start,2025-07-14,,2025-07-17T09:18:39Z,2026-05-31T23:59:59Z
WE-0002232,W-101911,CAND-0038645,APP-0039833,REQ-2025-00439,start,2025-07-14,,2025-07-15T16:59:01Z,2026-05-31T23:59:59Z
WE-0002233,W-101912,CAND-0038840,APP-0040041,REQ-2025-00442,start,2025-07-14,,2025-07-16T16:02:11Z,2026-05-31T23:59:59Z
WE-0002234,W-101913,CAND-0038940,APP-0040146,REQ-2024-00848,start,2025-07-14,,2025-07-17T19:06:08Z,2026-05-31T23:59:59Z
WE-0002235,W-101914,CAND-0038983,APP-0040191,REQ-2025-00406,start,2025-07-14,,2025-07-16T08:46:46Z,2026-05-31T23:59:59Z
WE-0002236,W-101915,CAND-0039028,APP-0040239,REQ-2025-00181,start,2025-07-14,,2025-07-14T12:20:28Z,2026-05-31T23:59:59Z
WE-0002237,W-101916,CAND-0039375,APP-0040608,REQ-2025-00309,start,2025-07-14,,2025-07-17T11:25:14Z,2026-05-31T23:59:59Z
WE-0002238,W-101917,CAND-0039507,APP-0040746,REQ-2025-00474,start,2025-07-14,,2025-07-15T14:51:55Z,2026-05-31T23:59:59Z
WE-0002239,W-101918,CAND-0039583,APP-0040826,REQ-2025-00474,start,2025-07-14,,2025-07-14T15:40:13Z,2026-05-31T23:59:59Z
WE-0002240,W-101919,CAND-0039590,APP-0040834,REQ-2025-00487,start,2025-07-14,,2025-07-17T19:18:22Z,2026-05-31T23:59:59Z
WE-0002241,W-101920,CAND-0039599,APP-0040843,REQ-2024-00515,start,2025-07-14,,2025-07-17T11:38:16Z,2026-05-31T23:59:59Z
WE-0002242,W-101921,CAND-0039627,APP-0040873,REQ-2025-00398,start,2025-07-14,,2025-07-16T15:11:14Z,2026-05-31T23:59:59Z
WE-0002243,W-101922,CAND-0039708,APP-0040961,REQ-2025-00347,start,2025-07-14,,2025-07-17T19:11:00Z,2026-05-31T23:59:59Z
WE-0002244,W-101923,CAND-0039747,APP-0041002,REQ-2025-00481,start,2025-07-14,,2025-07-15T16:12:23Z,2026-05-31T23:59:59Z
WE-0002245,W-101924,CAND-0039873,APP-0041136,REQ-2025-00088,start,2025-07-14,,2025-07-14T09:49:37Z,2026-05-31T23:59:59Z
WE-0002246,W-101925,CAND-0039916,APP-0041180,REQ-2025-00481,start,2025-07-14,,2025-07-14T16:43:55Z,2026-05-31T23:59:59Z
WE-0002247,W-101925,CAND-0039916,APP-0041180,REQ-2025-00481,start,2025-07-14,,2025-07-21T11:59:25Z,2026-05-31T23:59:59Z
WE-0002248,W-101926,CAND-0039981,APP-0041249,REQ-2025-00452,start,2025-07-14,,2025-07-16T18:37:00Z,2026-05-31T23:59:59Z
WE-0002249,W-101927,CAND-0039988,APP-0041257,REQ-2025-00467,start,2025-07-14,,2025-07-17T18:00:58Z,2026-05-31T23:59:59Z
WE-0002250,W-101928,CAND-0040004,APP-0041274,REQ-2025-00480,start,2025-07-14,,2025-07-16T16:25:35Z,2026-05-31T23:59:59Z
WE-0002251,W-101929,CAND-0040090,APP-0041367,REQ-2025-00500,start,2025-07-14,,2025-07-17T08:45:29Z,2026-05-31T23:59:59Z
WE-0002252,W-101930,CAND-0040155,APP-0041437,REQ-2025-00482,start,2025-07-14,,2025-07-15T19:45:23Z,2026-05-31T23:59:59Z
WE-0002253,W-101931,CAND-0040218,APP-0041510,REQ-2025-00442,start,2025-07-14,,2025-07-17T19:13:09Z,2026-05-31T23:59:59Z
WE-0002254,W-101932,CAND-0040496,APP-0041800,REQ-2025-00508,start,2025-07-14,,2025-07-15T18:19:18Z,2026-05-31T23:59:59Z
WE-0002255,W-101933,CAND-0040880,APP-0042209,REQ-2025-00549,start,2025-07-14,,2025-07-17T19:24:32Z,2026-05-31T23:59:59Z
WE-0002256,W-101934,CAND-0040998,APP-0042333,REQ-2025-00171,start,2025-07-14,,2025-07-16T08:50:18Z,2026-05-31T23:59:59Z
WE-0002257,W-101935,CAND-0041185,APP-0042531,REQ-2024-01026,start,2025-07-14,,2025-07-15T19:01:48Z,2026-05-31T23:59:59Z
WE-0002258,W-101935,CAND-0041185,APP-0042531,REQ-2024-01026,start,2025-07-14,,2025-07-22T10:00:45Z,2026-05-31T23:59:59Z
WE-0002259,W-101936,CAND-0041305,APP-0042656,REQ-2025-00194,start,2025-07-14,,2025-07-17T08:35:39Z,2026-05-31T23:59:59Z
WE-0002260,W-101937,CAND-0041607,APP-0042982,REQ-2025-00535,start,2025-07-14,,2025-07-17T10:49:32Z,2026-05-31T23:59:59Z
WE-0002261,W-101938,CAND-0041628,APP-0043004,REQ-2025-00562,start,2025-07-14,,2025-07-14T09:52:42Z,2026-05-31T23:59:59Z
WE-0002262,W-101939,CAND-0041634,APP-0043010,REQ-2025-00565,start,2025-07-14,,2025-07-14T11:12:16Z,2026-05-31T23:59:59Z
WE-0002263,W-100909,CAND-0019343,APP-0019638,REQ-2024-00818,termination,2025-07-16,involuntary_performance,2025-07-20T18:43:18Z,2026-05-31T23:59:59Z
WE-0002264,W-101871,CAND-0039518,APP-0040757,REQ-2025-00488,termination,2025-07-21,voluntary_resignation,2025-07-26T15:25:25Z,2026-05-31T23:59:59Z
WE-0002265,W-101901,CAND-0040641,APP-0041954,REQ-2025-00490,termination,2025-07-21,voluntary_resignation,2025-07-26T08:20:03Z,2026-05-31T23:59:59Z
WE-0002266,W-101940,CAND-0031353,APP-0032144,REQ-2024-00948,start,2025-07-21,,2025-07-23T19:13:13Z,2026-05-31T23:59:59Z
WE-0002267,W-101941,CAND-0036402,APP-0037459,REQ-2024-00975,start,2025-07-21,,2025-07-22T13:25:51Z,2026-05-31T23:59:59Z
WE-0002268,W-101941,CAND-0036402,APP-0037459,REQ-2024-00975,start,2025-07-21,,2025-08-03T10:50:54Z,2026-05-31T23:59:59Z
WE-0002269,W-101942,CAND-0036483,APP-0037546,REQ-2024-01006,start,2025-07-21,,2025-07-21T16:37:44Z,2026-05-31T23:59:59Z
WE-0002270,W-101943,CAND-0037211,APP-0038316,REQ-2025-00308,start,2025-07-21,,2025-07-23T15:56:45Z,2026-05-31T23:59:59Z
WE-0002271,W-101944,CAND-0038028,APP-0039183,REQ-2025-00187,start,2025-07-21,,2025-07-23T12:04:59Z,2026-05-31T23:59:59Z
WE-0002272,W-101945,CAND-0038802,APP-0040002,REQ-2025-00339,start,2025-07-21,,2025-07-22T19:14:25Z,2026-05-31T23:59:59Z
WE-0002273,W-101946,CAND-0038902,APP-0040104,REQ-2025-00410,start,2025-07-21,,2025-07-23T16:22:31Z,2026-05-31T23:59:59Z
WE-0002274,W-101947,CAND-0038936,APP-0040142,REQ-2025-00458,start,2025-07-21,,2025-07-22T13:32:20Z,2026-05-31T23:59:59Z
WE-0002275,W-101948,CAND-0039023,APP-0040234,REQ-2024-01084,start,2025-07-21,,2025-07-24T11:00:02Z,2026-05-31T23:59:59Z
WE-0002276,W-101949,CAND-0039194,APP-0040413,REQ-2025-00411,start,2025-07-21,,2025-07-22T14:47:36Z,2026-05-31T23:59:59Z
WE-0002277,W-101950,CAND-0039568,APP-0040811,REQ-2025-00447,start,2025-07-21,,2025-07-24T18:05:18Z,2026-05-31T23:59:59Z
WE-0002278,W-101951,CAND-0039741,APP-0040996,REQ-2025-00474,start,2025-07-21,,2025-07-21T19:31:27Z,2026-05-31T23:59:59Z
WE-0002279,W-101952,CAND-0039763,APP-0041018,REQ-2025-00497,start,2025-07-21,,2025-07-24T12:50:33Z,2026-05-31T23:59:59Z
WE-0002280,W-101953,CAND-0039788,APP-0041045,REQ-2025-00250,start,2025-07-21,,2025-07-22T16:36:02Z,2026-05-31T23:59:59Z
WE-0002281,W-101954,CAND-0039940,APP-0041206,REQ-2024-01031,start,2025-07-21,,2025-07-22T09:48:20Z,2026-05-31T23:59:59Z
WE-0002282,W-101955,CAND-0040015,APP-0041286,REQ-2025-00490,start,2025-07-21,,2025-07-24T13:35:26Z,2026-05-31T23:59:59Z
WE-0002283,W-101956,CAND-0040461,APP-0041761,REQ-2025-00475,start,2025-07-21,,2025-07-21T15:53:44Z,2026-05-31T23:59:59Z
WE-0002284,W-101957,CAND-0040494,APP-0041797,REQ-2025-00507,start,2025-07-21,,2025-07-22T17:18:35Z,2026-05-31T23:59:59Z
WE-0002285,W-101958,CAND-0040506,APP-0041810,REQ-2025-00525,start,2025-07-21,,2025-07-23T13:17:49Z,2026-05-31T23:59:59Z
WE-0002286,W-101959,CAND-0040608,APP-0041919,REQ-2025-00147,start,2025-07-21,,2025-07-21T13:48:55Z,2026-05-31T23:59:59Z
WE-0002287,W-101960,CAND-0040723,APP-0042043,REQ-2025-00512,start,2025-07-21,,2025-07-23T19:31:29Z,2026-05-31T23:59:59Z
WE-0002288,W-101961,CAND-0040899,APP-0042228,REQ-2025-00190,start,2025-07-21,,2025-07-23T10:44:16Z,2026-05-31T23:59:59Z
WE-0002289,W-101962,CAND-0040961,APP-0042293,REQ-2025-00534,start,2025-07-21,,2025-07-24T09:13:58Z,2026-05-31T23:59:59Z
WE-0002290,W-101962,CAND-0040961,APP-0042293,REQ-2025-00534,start,2025-07-21,,2025-07-25T10:18:27Z,2026-05-31T23:59:59Z
WE-0002291,W-101963,CAND-0008646,APP-0042493,REQ-2025-00534,start,2025-07-21,,2025-07-22T16:19:49Z,2026-05-31T23:59:59Z
WE-0002292,W-101964,CAND-0041254,APP-0042604,REQ-2025-00539,start,2025-07-21,,2025-07-24T09:50:23Z,2026-05-31T23:59:59Z
WE-0002293,W-101965,CAND-0006538,APP-0042843,REQ-2025-00578,start,2025-07-21,,2025-07-22T08:25:45Z,2026-05-31T23:59:59Z
WE-0002294,W-101966,CAND-0041534,APP-0042903,REQ-2025-00542,start,2025-07-21,,2025-07-22T16:49:46Z,2026-05-31T23:59:59Z
WE-0002295,W-101967,CAND-0041544,APP-0042914,REQ-2025-00562,start,2025-07-21,,2025-07-24T19:27:56Z,2026-05-31T23:59:59Z
WE-0002296,W-101968,CAND-0041795,APP-0043182,REQ-2025-00563,start,2025-07-21,,2025-07-22T10:25:10Z,2026-05-31T23:59:59Z
WE-0002297,W-101969,CAND-0042155,APP-0043566,REQ-2025-00562,start,2025-07-21,,2025-07-21T18:14:40Z,2026-05-31T23:59:59Z
WE-0002298,W-101970,CAND-0042455,APP-0043882,REQ-2025-00611,start,2025-07-21,,2025-07-23T17:15:45Z,2026-05-31T23:59:59Z
WE-0002299,W-101971,CAND-0042458,APP-0043885,REQ-2025-00612,start,2025-07-21,,2025-07-24T14:07:19Z,2026-05-31T23:59:59Z
WE-0002300,W-101972,CAND-0042543,APP-0043976,REQ-2025-00612,start,2025-07-21,,2025-07-21T11:31:25Z,2026-05-31T23:59:59Z
WE-0002301,W-101973,CAND-0042814,APP-0044264,REQ-2025-00611,start,2025-07-21,,2025-07-23T18:51:07Z,2026-05-31T23:59:59Z
WE-0002302,W-101865,CAND-0039209,APP-0040431,REQ-2025-00448,termination,2025-07-24,involuntary_probation,2025-07-25T10:19:13Z,2026-05-31T23:59:59Z
WE-0002303,W-100573,CAND-0012350,APP-0012476,REQ-2024-00591,termination,2025-07-25,voluntary_resignation,2025-07-25T16:41:27Z,2026-05-31T23:59:59Z
WE-0002304,W-101872,CAND-0039586,APP-0040830,REQ-2025-00482,termination,2025-07-25,voluntary_resignation,2025-07-25T08:56:52Z,2026-05-31T23:59:59Z
WE-0002305,W-101930,CAND-0040155,APP-0041437,REQ-2025-00482,termination,2025-07-27,voluntary_resignation,2025-07-30T12:52:18Z,2026-05-31T23:59:59Z
WE-0002306,W-101970,CAND-0042455,APP-0043882,REQ-2025-00611,termination,2025-07-28,voluntary_resignation,2025-07-31T19:36:24Z,2026-05-31T23:59:59Z
WE-0002307,W-101974,CAND-0037157,APP-0038261,REQ-2025-00363,start,2025-07-28,,2025-07-30T11:11:42Z,2026-05-31T23:59:59Z
WE-0002308,W-101975,CAND-0037407,APP-0038527,REQ-2025-00379,start,2025-07-28,,2025-07-30T12:18:07Z,2026-05-31T23:59:59Z
WE-0002309,W-101976,CAND-0037771,APP-0038908,REQ-2025-00100,start,2025-07-28,,2025-07-29T10:26:49Z,2026-05-31T23:59:59Z
WE-0002310,W-101977,CAND-0037867,APP-0039013,REQ-2025-00304,start,2025-07-28,,2025-07-30T10:10:20Z,2026-05-31T23:59:59Z
WE-0002311,W-101978,CAND-0038148,APP-0039305,REQ-2025-00392,start,2025-07-28,,2025-07-31T19:36:58Z,2026-05-31T23:59:59Z
WE-0002312,W-101979,CAND-0038354,APP-0039525,REQ-2024-00828,start,2025-07-28,,2025-07-31T18:42:40Z,2026-05-31T23:59:59Z
WE-0002313,W-101980,CAND-0038387,APP-0039560,REQ-2025-00376,start,2025-07-28,,2025-07-28T19:43:50Z,2026-05-31T23:59:59Z
WE-0002314,W-101981,CAND-0038475,APP-0039654,REQ-2025-00397,start,2025-07-28,,2025-07-30T13:47:01Z,2026-05-31T23:59:59Z
WE-0002315,W-101982,CAND-0038595,APP-0039780,REQ-2025-00177,start,2025-07-28,,2025-07-29T13:59:31Z,2026-05-31T23:59:59Z
WE-0002316,W-101983,CAND-0039084,APP-0040297,REQ-2024-00737,start,2025-07-28,,2025-07-31T15:38:33Z,2026-05-31T23:59:59Z
WE-0002317,W-101984,CAND-0040026,APP-0041298,REQ-2025-00513,start,2025-07-28,,2025-07-31T08:02:55Z,2026-05-31T23:59:59Z
WE-0002318,W-101985,CAND-0040065,APP-0041341,REQ-2025-00471,start,2025-07-28,,2025-07-30T10:07:58Z,2026-05-31T23:59:59Z
WE-0002319,W-101986,CAND-0003819,APP-0041398,REQ-2025-00246,start,2025-07-28,,2025-07-30T12:50:48Z,2026-05-31T23:59:59Z
WE-0002320,W-101987,CAND-0040203,APP-0041492,REQ-2025-00353,start,2025-07-28,,2025-07-28T12:05:35Z,2026-05-31T23:59:59Z
WE-0002321,W-101988,CAND-0040219,APP-0041511,REQ-2025-00451,start,2025-07-28,,2025-07-28T09:38:33Z,2026-05-31T23:59:59Z
WE-0002322,W-101989,CAND-0040229,APP-0041521,REQ-2025-00480,start,2025-07-28,,2025-07-31T10:53:23Z,2026-05-31T23:59:59Z
WE-0002323,W-101990,CAND-0040507,APP-0041811,REQ-2025-00533,start,2025-07-28,,2025-07-30T13:16:37Z,2026-05-31T23:59:59Z
WE-0002324,W-101991,CAND-0040596,APP-0041906,REQ-2024-00963,start,2025-07-28,,2025-07-28T18:19:02Z,2026-05-31T23:59:59Z
WE-0002325,W-101992,CAND-0040616,APP-0041927,REQ-2025-00361,start,2025-07-28,,2025-07-29T10:29:20Z,2026-05-31T23:59:59Z
WE-0002326,W-101993,CAND-0040730,APP-0042050,REQ-2025-00523,start,2025-07-28,,2025-07-28T09:12:26Z,2026-05-31T23:59:59Z
WE-0002327,W-101994,CAND-0040775,APP-0042097,REQ-2025-00432,start,2025-07-28,,2025-07-29T10:47:08Z,2026-05-31T23:59:59Z
WE-0002328,W-101995,CAND-0040821,APP-0042147,REQ-2025-00540,start,2025-07-28,,2025-07-28T11:56:45Z,2026-05-31T23:59:59Z
WE-0002329,W-101996,CAND-0040896,APP-0042225,REQ-2025-00081,start,2025-07-28,,2025-07-28T15:14:51Z,2026-05-31T23:59:59Z
WE-0002330,W-101997,CAND-0040955,APP-0042287,REQ-2025-00531,start,2025-07-28,,2025-07-31T14:12:30Z,2026-05-31T23:59:59Z
WE-0002331,W-101998,CAND-0041167,APP-0042512,REQ-2025-00553,start,2025-07-28,,2025-07-31T08:01:28Z,2026-05-31T23:59:59Z
