offer_version_id,offer_id,application_id,requisition_id,offer_cycle_number,offer_version_number,version_reason,offer_status,is_current_version,offer_extended_date,offer_accepted_date,offer_declined_date,offer_withdrawn_date,offer_rescinded_date,candidate_renege_date,proposed_start_date,base_salary,currency
OFR-003172-V1,OFR-003172,APP-0045073,REQ-2025-00578,1,1,initial,declined,true,2025-08-27,,2025-09-03,,,,2025-09-24,90000,USD
OFR-003173-V1,OFR-003173,APP-0045087,REQ-2025-00618,1,1,initial,declined,true,2025-07-19,,2025-07-21,,,,2025-08-16,101000,USD
OFR-003174-V1,OFR-003174,APP-0045102,REQ-2025-00635,1,1,initial,accepted,true,2025-07-19,2025-07-22,,,,,2025-08-25,79500,USD
OFR-003175-V1,OFR-003175,APP-0045105,REQ-2025-00639,1,1,initial,accepted,true,2025-07-30,2025-08-02,,,,,2025-09-01,103000,USD
OFR-003176-V1,OFR-003176,APP-0045109,REQ-2025-00646,1,1,initial,accepted,true,2025-07-21,2025-07-26,,,,,2025-08-18,66500,USD
OFR-003177-V1,OFR-003177,APP-0045114,REQ-2025-00654,1,1,initial,superseded,false,2025-07-19,,,,,,2025-09-01,89500,USD
OFR-003177-V2,OFR-003177,APP-0045114,REQ-2025-00654,1,2,negotiation_revision,accepted,true,2025-07-20,2025-07-22,,,,,2025-09-01,93500,USD
OFR-003178-V1,OFR-003178,APP-0045115,REQ-2024-00001,1,1,initial,accepted,true,2025-08-18,2025-08-20,,,,,2025-09-22,142000,USD
OFR-003179-V1,OFR-003179,APP-0045128,REQ-2025-00135,1,1,initial,accepted,true,2025-08-14,2025-08-26,,,,,2025-09-22,106000,USD
OFR-003180-V1,OFR-003180,APP-0045172,REQ-2025-00646,1,1,initial,withdrawn,true,2025-07-22,,,2025-07-28,,,2025-08-19,69000,USD
OFR-003181-V1,OFR-003181,APP-0045174,REQ-2025-00650,1,1,initial,accepted,false,2025-07-23,2025-07-27,,,,,2025-09-01,68500,USD
OFR-003181-V2,OFR-003181,APP-0045174,REQ-2025-00650,1,2,letter_reissue,accepted,true,2025-08-04,2025-08-04,,,,,2025-09-01,68500,USD
OFR-003182-V1,OFR-003182,APP-0045217,REQ-2025-00606,1,1,initial,superseded,false,2025-07-18,,,,,,2025-09-01,89000,USD
OFR-003182-V2,OFR-003182,APP-0045217,REQ-2025-00606,1,2,negotiation_revision,accepted,true,2025-07-19,2025-07-20,,,,,2025-09-01,95000,USD
OFR-003183-V1,OFR-003183,APP-0045244,REQ-2025-00646,1,1,initial,withdrawn,true,2025-07-21,,,2025-07-28,,,2025-08-18,65500,USD
OFR-003184-V1,OFR-003184,APP-0045249,REQ-2025-00650,1,1,initial,withdrawn,true,2025-07-25,,,2025-07-27,,,2025-08-22,78500,USD
OFR-003185-V1,OFR-003185,APP-0045267,REQ-2025-00212,1,1,initial,declined,true,2025-08-16,,2025-08-17,,,,2025-09-13,68000,USD
OFR-003186-V1,OFR-003186,APP-0045268,REQ-2025-00231,1,1,initial,accepted,true,2025-07-26,2025-07-28,,,,,2025-08-11,56500,USD
OFR-003187-V1,OFR-003187,APP-0045308,REQ-2025-00626,1,1,initial,accepted,true,2025-07-26,2025-07-29,,,,,2025-09-01,101000,USD
OFR-003188-V1,OFR-003188,APP-0045333,REQ-2025-00654,1,1,initial,accepted,true,2025-08-05,2025-08-07,,,,,2025-09-15,93000,USD
OFR-003189-V1,OFR-003189,APP-0045340,REQ-2024-01094,1,1,initial,accepted,true,2025-08-19,2025-08-23,,,,,2025-10-13,212000,USD
OFR-003190-V1,OFR-003190,APP-0045350,REQ-2025-00400,1,1,initial,superseded,false,2025-08-03,,,,,,2025-09-15,107500,USD
OFR-003190-V2,OFR-003190,APP-0045350,REQ-2025-00400,1,2,negotiation_revision,accepted,true,2025-08-06,2025-08-08,,,,,2025-09-15,111500,USD
OFR-003191-V1,OFR-003191,APP-0045374,REQ-2025-00626,1,1,initial,superseded,false,2025-07-25,,,,,,2025-09-01,107500,USD
OFR-003191-V2,OFR-003191,APP-0045374,REQ-2025-00626,1,2,negotiation_revision,accepted,true,2025-07-26,2025-07-27,,,,,2025-09-01,113500,USD
OFR-003192-V1,OFR-003192,APP-0045380,REQ-2025-00635,1,1,initial,withdrawn,true,2025-07-23,,,2025-07-27,,,2025-08-20,76000,USD
OFR-003193-V1,OFR-003193,APP-0045386,REQ-2025-00643,1,1,initial,accepted,true,2025-07-23,2025-07-25,,,,,2025-08-18,76500,USD
OFR-003194-V1,OFR-003194,APP-0045388,REQ-2025-00644,1,1,initial,accepted,true,2025-07-22,2025-07-27,,,,,2025-09-01,104500,USD
OFR-003195-V1,OFR-003195,APP-0045395,REQ-2025-00653,1,1,initial,accepted,true,2025-07-25,2025-07-26,,,,,2025-08-25,65000,USD
OFR-003196-V1,OFR-003196,APP-0045400,REQ-2025-00654,1,1,initial,reneged,true,2025-07-22,2025-07-24,,,,2025-08-16,2025-09-08,95000,USD
OFR-003197-V1,OFR-003197,APP-0045401,REQ-2025-00654,1,1,initial,superseded,false,2025-07-31,,,,,,2025-09-08,92500,USD
OFR-003197-V2,OFR-003197,APP-0045401,REQ-2025-00654,1,2,negotiation_revision,accepted,true,2025-08-01,2025-08-02,,,,,2025-09-08,97000,USD
OFR-003198-V1,OFR-003198,APP-0045404,REQ-2025-00657,1,1,initial,superseded,false,2025-07-29,,,,,,2025-09-08,90500,USD
OFR-003198-V2,OFR-003198,APP-0045404,REQ-2025-00657,1,2,negotiation_revision,accepted,true,2025-07-30,2025-07-31,,,,,2025-09-08,93500,USD
OFR-003199-V1,OFR-003199,APP-0045405,REQ-2025-00657,1,1,initial,superseded,false,2025-07-19,,,,,,2025-08-25,91500,USD
OFR-003199-V2,OFR-003199,APP-0045405,REQ-2025-00657,1,2,negotiation_revision,accepted,true,2025-07-21,2025-07-23,,,,,2025-08-25,96000,USD
OFR-003200-V1,OFR-003200,APP-0045438,REQ-2025-00628,1,1,initial,superseded,false,2025-08-07,,,,,,2025-09-22,108500,USD
OFR-003200-V2,OFR-003200,APP-0045438,REQ-2025-00628,1,2,negotiation_revision,accepted,false,2025-08-10,2025-08-11,,,,,2025-09-22,114500,USD
OFR-003200-V3,OFR-003200,APP-0045438,REQ-2025-00628,1,3,letter_reissue,accepted,true,2025-08-25,2025-08-25,,,,,2025-09-22,114500,USD
OFR-003201-V1,OFR-003201,APP-0045458,REQ-2025-00654,1,1,initial,accepted,true,2025-07-30,2025-08-01,,,,,2025-09-01,103500,USD
OFR-003202-V1,OFR-003202,APP-0045460,REQ-2025-00656,1,1,initial,superseded,false,2025-08-17,,,,,,2025-09-15,137500,USD
OFR-003202-V2,OFR-003202,APP-0045460,REQ-2025-00656,1,2,negotiation_revision,accepted,false,2025-08-18,2025-08-19,,,,,2025-09-15,142500,USD
OFR-003202-V3,OFR-003202,APP-0045460,REQ-2025-00656,1,3,letter_reissue,accepted,true,2025-08-31,2025-08-31,,,,,2025-09-15,142500,USD
OFR-003203-V1,OFR-003203,APP-0045471,REQ-2024-00836,1,1,initial,declined,true,2025-08-13,,2025-08-16,,,,2025-09-10,80000,USD
OFR-003204-V1,OFR-003204,APP-0045481,REQ-2025-00317,1,1,initial,withdrawn,true,2025-07-30,,,2025-07-31,,,2025-08-27,79000,USD
OFR-003205-V1,OFR-003205,APP-0045487,REQ-2025-00351,1,1,initial,declined,true,2025-08-21,,2025-08-27,,,,2025-09-18,162500,USD
OFR-003206-V1,OFR-003206,APP-0045511,REQ-2025-00620,1,1,initial,reneged,true,2025-07-28,2025-07-30,,,,2025-08-19,2025-09-01,142000,USD
OFR-003207-V1,OFR-003207,APP-0045513,REQ-2025-00622,1,1,initial,accepted,true,2025-07-26,2025-07-28,,,,,2025-08-25,69500,USD
OFR-003208-V1,OFR-003208,APP-0045518,REQ-2025-00635,1,1,initial,accepted,true,2025-07-25,2025-07-26,,,,,2025-08-25,77500,USD
OFR-003209-V1,OFR-003209,APP-0045524,REQ-2025-00642,1,1,initial,declined,true,2025-08-17,,2025-08-26,,,,2025-09-14,97500,USD
OFR-003210-V1,OFR-003210,APP-0045529,REQ-2025-00653,1,1,initial,accepted,true,2025-07-22,2025-07-26,,,,,2025-08-25,65500,USD
OFR-003211-V1,OFR-003211,APP-0045540,REQ-2025-00657,1,1,initial,accepted,true,2025-07-26,2025-07-27,,,,,2025-09-01,91500,USD
OFR-003212-V1,OFR-003212,APP-0045619,REQ-2025-00668,1,1,initial,superseded,false,2025-08-05,,,,,,2025-09-08,65500,USD
OFR-003212-V2,OFR-003212,APP-0045619,REQ-2025-00668,1,2,negotiation_revision,accepted,false,2025-08-07,2025-08-08,,,,,2025-09-08,70000,USD
OFR-003212-V3,OFR-003212,APP-0045619,REQ-2025-00668,1,3,letter_reissue,accepted,true,2025-08-14,2025-08-14,,,,,2025-09-08,70000,USD
OFR-003213-V1,OFR-003213,APP-0045620,REQ-2025-00671,1,1,initial,accepted,true,2025-07-27,2025-07-29,,,,,2025-08-18,58000,USD
OFR-003214-V1,OFR-003214,APP-0045632,REQ-2024-01185,1,1,initial,superseded,false,2025-08-24,,,,,,2025-09-21,108500,USD
OFR-003214-V2,OFR-003214,APP-0045632,REQ-2024-01185,1,2,negotiation_revision,withdrawn,true,2025-08-26,,,2025-08-27,,,2025-09-21,114500,USD
OFR-003215-V1,OFR-003215,APP-0045656,REQ-2025-00582,1,1,initial,accepted,true,2025-08-15,2025-08-17,,,,,2025-09-22,125000,USD
OFR-003216-V1,OFR-003216,APP-0045658,REQ-2025-00605,1,1,initial,accepted,true,2025-08-07,2025-08-10,,,,,2025-09-15,89000,USD
OFR-003217-V1,OFR-003217,APP-0045667,REQ-2025-00637,1,1,initial,declined,true,2025-08-17,,2025-08-19,,,,2025-09-14,192500,USD
OFR-003218-V1,OFR-003218,APP-0045675,REQ-2025-00656,1,1,initial,accepted,true,2025-08-27,2025-08-30,,,,,2025-10-13,125000,USD
OFR-003219-V1,OFR-003219,APP-0045678,REQ-2025-00657,1,1,initial,superseded,false,2025-07-30,,,,,,2025-09-01,90000,USD
OFR-003219-V2,OFR-003219,APP-0045678,REQ-2025-00657,1,2,negotiation_revision,accepted,true,2025-07-31,2025-08-01,,,,,2025-09-01,94500,USD
OFR-003220-V1,OFR-003220,APP-0045679,REQ-2025-00660,1,1,initial,accepted,true,2025-07-27,2025-08-01,,,,,2025-08-25,105500,USD
OFR-003221-V1,OFR-003221,APP-0045703,REQ-2025-00270,1,1,initial,accepted,true,2025-08-11,2025-08-14,,,,,2025-09-08,76500,USD
OFR-003222-V1,OFR-003222,APP-0045707,REQ-2025-00327,1,1,initial,accepted,true,2025-08-13,2025-08-25,,,,,2025-09-29,151500,USD
OFR-003223-V1,OFR-003223,APP-0045739,REQ-2025-00651,1,1,initial,accepted,true,2025-08-06,2025-08-18,,,,,2025-09-29,116500,USD
OFR-003224-V1,OFR-003224,APP-0045749,REQ-2025-00657,1,1,initial,accepted,true,2025-08-01,2025-08-05,,,,,2025-09-15,93000,USD
OFR-003225-V1,OFR-003225,APP-0045752,REQ-2025-00666,1,1,initial,accepted,true,2025-07-29,2025-08-01,,,,,2025-08-25,51000,USD
OFR-003226-V1,OFR-003226,APP-0045755,REQ-2025-00668,1,1,initial,accepted,true,2025-08-05,2025-08-07,,,,,2025-09-01,72000,USD
OFR-003227-V1,OFR-003227,APP-0045764,REQ-2025-00691,1,1,initial,accepted,true,2025-08-23,2025-08-28,,,,,2025-10-06,115000,USD
OFR-003228-V1,OFR-003228,APP-0045789,REQ-2025-00633,1,1,initial,declined,true,2025-07-29,,2025-07-30,,,,2025-08-26,77000,USD
OFR-003229-V1,OFR-003229,APP-0045813,REQ-2025-00672,1,1,initial,withdrawn,true,2025-07-28,,,2025-07-30,,,2025-08-25,73500,USD
OFR-003230-V1,OFR-003230,APP-0045825,REQ-2025-00694,1,1,initial,accepted,true,2025-07-28,2025-07-30,,,,,2025-08-11,61500,USD
OFR-003231-V1,OFR-003231,APP-0045843,REQ-2025-00267,1,1,initial,accepted,true,2025-09-12,2025-09-17,,,,,2025-11-10,203000,USD
OFR-003232-V1,OFR-003232,APP-0045851,REQ-2025-00428,1,1,initial,accepted,true,2025-08-07,2025-08-08,,,,,2025-09-01,61000,USD
OFR-003233-V1,OFR-003233,APP-0045853,REQ-2025-00465,1,1,initial,superseded,false,2025-08-27,,,,,,2025-10-20,159000,USD
OFR-003233-V2,OFR-003233,APP-0045853,REQ-2025-00465,1,2,negotiation_revision,accepted,true,2025-08-30,2025-09-01,,,,,2025-10-20,168500,USD
OFR-003234-V1,OFR-003234,APP-0045858,REQ-2025-00563,1,1,initial,accepted,true,2025-08-01,2025-08-04,,,,,2025-08-25,59000,USD
OFR-003235-V1,OFR-003235,APP-0045860,REQ-2025-00575,1,1,initial,accepted,false,2025-07-29,2025-07-31,,,,,2025-08-25,58500,USD
OFR-003235-V2,OFR-003235,APP-0045860,REQ-2025-00575,1,2,salary_correction,accepted,true,2025-08-06,2025-08-06,,,,,2025-08-25,59300,USD
OFR-003236-V1,OFR-003236,APP-0045871,REQ-2025-00649,1,1,initial,accepted,false,2025-08-11,2025-08-13,,,,,2025-09-08,101500,USD
OFR-003236-V2,OFR-003236,APP-0045871,REQ-2025-00649,1,2,start_date_revision,accepted,true,2025-08-18,2025-08-18,,,,,2025-09-29,101500,USD
OFR-003237-V1,OFR-003237,APP-0045877,REQ-2025-00654,1,1,initial,withdrawn,true,2025-08-05,,,2025-08-09,,,2025-09-02,93000,USD
OFR-003238-V1,OFR-003238,APP-0045889,REQ-2025-00668,1,1,initial,accepted,true,2025-07-26,2025-07-29,,,,,2025-09-01,70500,USD
OFR-003239-V1,OFR-003239,APP-0045890,REQ-2025-00668,1,1,initial,accepted,true,2025-08-02,2025-08-04,,,,,2025-09-01,72500,USD
OFR-003240-V1,OFR-003240,APP-0045898,REQ-2025-00677,1,1,initial,reneged,true,2025-07-28,2025-07-30,,,,2025-08-16,2025-08-18,50000,USD
OFR-003241-V1,OFR-003241,APP-0045907,REQ-2024-00762,1,1,initial,declined,true,2025-07-31,,2025-08-03,,,,2025-08-28,110500,USD
OFR-003242-V1,OFR-003242,APP-0045912,REQ-2024-01185,1,1,initial,accepted,true,2025-08-19,2025-08-26,,,,,2025-10-06,109000,USD
OFR-003243-V1,OFR-003243,APP-0045928,REQ-2025-00575,1,1,initial,superseded,false,2025-07-29,,,,,,2025-08-26,58000,USD
OFR-003243-V2,OFR-003243,APP-0045928,REQ-2025-00575,1,2,negotiation_revision,withdrawn,true,2025-07-31,,,2025-08-01,,,2025-08-26,62500,USD
OFR-003244-V1,OFR-003244,APP-0045954,REQ-2025-00649,1,1,initial,declined,true,2025-08-09,,2025-08-12,,,,2025-09-06,104000,USD
OFR-003245-V1,OFR-003245,APP-0045968,REQ-2025-00659,1,1,initial,reneged,true,2025-08-02,2025-08-07,,,,2025-09-05,2025-09-08,75500,USD
OFR-003246-V1,OFR-003246,APP-0045989,REQ-2025-00693,1,1,initial,declined,true,2025-08-05,,2025-08-08,,,,2025-09-02,96500,USD
OFR-003247-V1,OFR-003247,APP-0045992,REQ-2025-00701,1,1,initial,accepted,true,2025-07-28,2025-07-31,,,,,2025-08-25,76000,USD
OFR-003248-V1,OFR-003248,APP-0046013,REQ-2025-00395,1,1,initial,superseded,false,2025-08-12,,,,,,2025-10-06,138500,USD
OFR-003248-V2,OFR-003248,APP-0046013,REQ-2025-00395,1,2,negotiation_revision,accepted,true,2025-08-16,2025-08-18,,,,,2025-10-06,145500,USD
OFR-003249-V1,OFR-003249,APP-0046048,REQ-2025-00673,1,1,initial,accepted,true,2025-08-03,2025-08-06,,,,,2025-08-25,75000,USD
OFR-003250-V1,OFR-003250,APP-0046059,REQ-2025-00695,1,1,initial,superseded,false,2025-08-09,,,,,,2025-09-06,84000,USD
OFR-003250-V2,OFR-003250,APP-0046059,REQ-2025-00695,1,2,negotiation_revision,declined,true,2025-08-10,,2025-08-15,,,,2025-09-06,90500,USD
OFR-003251-V1,OFR-003251,APP-0046073,REQ-2024-01210,1,1,initial,accepted,true,2025-08-15,2025-08-21,,,,,2025-09-29,97000,USD
OFR-003252-V1,OFR-003252,APP-0046097,REQ-2025-00626,1,1,initial,withdrawn,true,2025-08-03,,,2025-08-04,,,2025-08-31,111000,USD
OFR-003253-V1,OFR-003253,APP-0046137,REQ-2025-00684,1,1,initial,accepted,false,2025-08-07,2025-08-08,,,,,2025-09-01,63000,USD
OFR-003253-V2,OFR-003253,APP-0046137,REQ-2025-00684,1,2,start_date_revision,accepted,true,2025-08-12,2025-08-12,,,,,2025-09-15,63000,USD
OFR-003254-V1,OFR-003254,APP-0046138,REQ-2025-00684,1,1,initial,superseded,false,2025-08-06,,,,,,2025-08-25,62500,USD
OFR-003254-V2,OFR-003254,APP-0046138,REQ-2025-00684,1,2,negotiation_revision,accepted,true,2025-08-07,2025-08-08,,,,,2025-08-25,67000,USD
OFR-003255-V1,OFR-003255,APP-0046139,REQ-2025-00685,1,1,initial,superseded,false,2025-08-26,,,,,,2025-09-23,68000,USD
OFR-003255-V2,OFR-003255,APP-0046139,REQ-2025-00685,1,2,negotiation_revision,declined,true,2025-08-28,,2025-09-01,,,,2025-09-23,72500,USD
OFR-003256-V1,OFR-003256,APP-0046146,REQ-2025-00694,1,1,initial,accepted,true,2025-08-01,2025-08-03,,,,,2025-08-18,54000,USD
OFR-003257-V1,OFR-003257,APP-0046150,REQ-2025-00705,1,1,initial,accepted,true,2025-08-10,2025-08-12,,,,,2025-09-15,102000,USD
OFR-003258-V1,OFR-003258,APP-0046155,REQ-2024-00876,1,1,initial,accepted,true,2025-08-17,2025-08-20,,,,,2025-09-15,92500,USD
OFR-003259-V1,OFR-003259,APP-0046156,REQ-2024-01223,1,1,initial,declined,true,2025-09-29,,2025-10-03,,,,2025-10-27,122000,USD
OFR-003260-V1,OFR-003260,APP-0046160,REQ-2025-00314,1,1,initial,accepted,true,2025-09-01,2025-09-02,,,,,2025-09-22,63500,USD
OFR-003261-V1,OFR-003261,APP-0046168,REQ-2025-00574,1,1,initial,accepted,false,2025-08-09,2025-08-12,,,,,2025-10-06,188000,USD
OFR-003261-V2,OFR-003261,APP-0046168,REQ-2025-00574,1,2,start_date_revision,reneged,true,2025-08-17,2025-08-17,,,,2025-08-27,2025-10-14,188000,USD
OFR-003262-V1,OFR-003262,APP-0046189,REQ-2025-00662,1,1,initial,accepted,true,2025-08-05,2025-08-06,,,,,2025-09-29,156500,USD
OFR-003263-V1,OFR-003263,APP-0046201,REQ-2025-00676,1,1,initial,withdrawn,true,2025-08-31,,,2025-09-03,,,2025-09-28,114500,USD
OFR-003264-V1,OFR-003264,APP-0046213,REQ-2025-00702,1,1,initial,accepted,true,2025-08-24,2025-08-28,,,,,2025-09-22,91000,USD
OFR-003265-V1,OFR-003265,APP-0046234,REQ-2025-00485,1,1,initial,accepted,true,2025-08-06,2025-08-08,,,,,2025-09-08,73000,USD
OFR-003266-V1,OFR-003266,APP-0046237,REQ-2025-00541,1,1,initial,declined,true,2025-08-06,,2025-08-08,,,,2025-09-03,63500,USD
OFR-003267-V1,OFR-003267,APP-0046242,REQ-2025-00627,1,1,initial,declined,true,2025-08-15,,2025-08-18,,,,2025-09-12,79500,USD
OFR-003268-V1,OFR-003268,APP-0046246,REQ-2025-00638,1,1,initial,accepted,true,2025-08-19,2025-08-21,,,,,2025-09-22,98000,USD
OFR-003269-V1,OFR-003269,APP-0046260,REQ-2025-00665,1,1,initial,accepted,true,2025-08-22,2025-08-27,,,,,2025-10-20,218000,USD
OFR-003270-V1,OFR-003270,APP-0046265,REQ-2025-00675,1,1,initial,accepted,true,2025-08-03,2025-08-04,,,,,2025-09-08,130500,USD
OFR-003271-V1,OFR-003271,APP-0046271,REQ-2025-00684,1,1,initial,accepted,true,2025-08-02,2025-08-06,,,,,2025-08-25,61500,USD
OFR-003272-V1,OFR-003272,APP-0046296,REQ-2024-00826,1,1,initial,accepted,true,2025-09-26,2025-09-30,,,,,2025-10-27,97500,USD
OFR-003273-V1,OFR-003273,APP-0046300,REQ-2024-01219,1,1,initial,accepted,true,2025-08-12,2025-08-13,,,,,2025-09-08,57500,USD
OFR-003274-V1,OFR-003274,APP-0046310,REQ-2025-00486,1,1,initial,accepted,false,2025-08-09,2025-08-13,,,,,2025-09-01,99000,USD
OFR-003274-V2,OFR-003274,APP-0046310,REQ-2025-00486,1,2,letter_reissue,accepted,true,2025-08-26,2025-08-26,,,,,2025-09-01,99000,USD
OFR-003275-V1,OFR-003275,APP-0046317,REQ-2025-00618,1,1,initial,accepted,true,2025-08-08,2025-08-09,,,,,2025-09-08,103500,USD
OFR-003276-V1,OFR-003276,APP-0046331,REQ-2025-00657,1,1,initial,withdrawn,true,2025-08-02,,,2025-08-05,,,2025-08-30,91000,USD
OFR-003277-V1,OFR-003277,APP-0046339,REQ-2025-00668,1,1,initial,superseded,false,2025-08-01,,,,,,2025-08-29,77000,USD
OFR-003277-V2,OFR-003277,APP-0046339,REQ-2025-00668,1,2,negotiation_revision,withdrawn,true,2025-08-05,,,2025-08-08,,,2025-08-29,83000,USD
OFR-003278-V1,OFR-003278,APP-0046347,REQ-2025-00684,1,1,initial,superseded,false,2025-08-07,,,,,,2025-09-04,57000,USD
OFR-003278-V2,OFR-003278,APP-0046347,REQ-2025-00684,1,2,negotiation_revision,withdrawn,true,2025-08-08,,,2025-08-09,,,2025-09-04,60000,USD
OFR-003279-V1,OFR-003279,APP-0046348,REQ-2025-00686,1,1,initial,superseded,false,2025-08-09,,,,,,2025-09-15,65500,USD
OFR-003279-V2,OFR-003279,APP-0046348,REQ-2025-00686,1,2,negotiation_revision,accepted,true,2025-08-10,2025-08-11,,,,,2025-09-15,68500,USD
OFR-003280-V1,OFR-003280,APP-0046368,REQ-2025-00708,1,1,initial,accepted,true,2025-08-10,2025-08-12,,,,,2025-09-08,59000,USD
OFR-003281-V1,OFR-003281,APP-0046371,REQ-2025-00710,1,1,initial,accepted,true,2025-08-12,2025-08-16,,,,,2025-09-15,124500,USD
OFR-003282-V1,OFR-003282,APP-0046389,REQ-2024-01225,1,1,initial,accepted,false,2025-08-07,2025-08-10,,,,,2025-09-22,113500,USD
OFR-003282-V2,OFR-003282,APP-0046389,REQ-2024-01225,1,2,start_date_revision,accepted,true,2025-08-22,2025-08-22,,,,,2025-10-13,113500,USD
OFR-003283-V1,OFR-003283,APP-0046449,REQ-2025-00711,1,1,initial,reneged,true,2025-08-11,2025-08-16,,,,2025-08-30,2025-09-22,113500,USD
OFR-003284-V1,OFR-003284,APP-0046455,REQ-2025-00718,1,1,initial,accepted,true,2025-08-01,2025-08-03,,,,,2025-08-25,56500,USD
OFR-003285-V1,OFR-003285,APP-0046457,REQ-2024-01021,1,1,initial,declined,true,2025-08-27,,2025-08-31,,,,2025-09-24,98000,USD
OFR-003286-V1,OFR-003286,APP-0046461,REQ-2024-01231,1,1,initial,accepted,false,2025-09-26,2025-09-27,,,,,2025-12-01,249500,USD
OFR-003286-V2,OFR-003286,APP-0046461,REQ-2024-01231,1,2,letter_reissue,accepted,true,2025-09-29,2025-09-29,,,,,2025-12-01,249500,USD
OFR-003287-V1,OFR-003287,APP-0046462,REQ-2025-00011,1,1,initial,accepted,false,2025-08-12,2025-08-14,,,,,2025-09-22,133000,USD
OFR-003287-V2,OFR-003287,APP-0046462,REQ-2025-00011,1,2,start_date_revision,reneged,true,2025-08-22,2025-08-22,,,,2025-09-04,2025-10-10,133000,USD
OFR-003288-V1,OFR-003288,APP-0046463,REQ-2025-00047,1,1,initial,accepted,true,2025-09-18,2025-09-20,,,,,2025-10-20,102500,USD
OFR-003289-V1,OFR-003289,APP-0046468,REQ-2025-00212,1,1,initial,accepted,true,2025-08-26,2025-09-07,,,,,2025-09-22,74000,USD
OFR-003290-V1,OFR-003290,APP-0046520,REQ-2025-00702,1,1,initial,superseded,false,2025-08-30,,,,,,2025-09-27,98000,USD
OFR-003290-V2,OFR-003290,APP-0046520,REQ-2025-00702,1,2,negotiation_revision,declined,true,2025-09-02,,2025-09-03,,,,2025-09-27,104000,USD
OFR-003291-V1,OFR-003291,APP-0046548,REQ-2025-00400,1,1,initial,accepted,false,2025-08-25,2025-08-30,,,,,2025-10-13,117000,USD
OFR-003291-V2,OFR-003291,APP-0046548,REQ-2025-00400,1,2,start_date_revision,accepted,true,2025-09-04,2025-09-04,,,,,2025-10-27,117000,USD
OFR-003292-V1,OFR-003292,APP-0046575,REQ-2025-00678,1,1,initial,accepted,true,2025-08-03,2025-08-05,,,,,2025-09-08,94000,USD
OFR-003293-V1,OFR-003293,APP-0046591,REQ-2025-00708,1,1,initial,withdrawn,true,2025-08-12,,,2025-08-13,,,2025-09-09,58000,USD
OFR-003294-V1,OFR-003294,APP-0046592,REQ-2025-00708,1,1,initial,withdrawn,true,2025-08-11,,,2025-08-13,,,2025-09-08,60000,USD
OFR-003295-V1,OFR-003295,APP-0046594,REQ-2025-00711,1,1,initial,accepted,true,2025-08-13,2025-08-14,,,,,2025-09-22,111500,USD
OFR-003296-V1,OFR-003296,APP-0046597,REQ-2025-00715,1,1,initial,accepted,true,2025-08-15,2025-08-18,,,,,2025-09-29,132500,USD
OFR-003297-V1,OFR-003297,APP-0046599,REQ-2025-00717,1,1,initial,accepted,true,2025-08-13,2025-08-16,,,,,2025-09-08,79500,USD
OFR-003298-V1,OFR-003298,APP-0046640,REQ-2025-00658,1,1,initial,accepted,true,2025-09-08,2025-09-15,,,,,2025-10-20,114500,USD
OFR-003299-V1,OFR-003299,APP-0046671,REQ-2025-00707,1,1,initial,accepted,true,2025-08-13,2025-08-16,,,,,2025-09-22,144000,USD
OFR-003300-V1,OFR-003300,APP-0046677,REQ-2025-00717,1,1,initial,declined,true,2025-08-10,,2025-08-12,,,,2025-09-07,78500,USD
OFR-003301-V1,OFR-003301,APP-0046682,REQ-2025-00721,1,1,initial,accepted,true,2025-08-12,2025-08-18,,,,,2025-09-22,95500,USD
OFR-003302-V1,OFR-003302,APP-0046683,REQ-2025-00722,1,1,initial,withdrawn,true,2025-08-09,,,2025-08-14,,,2025-09-06,87000,USD
OFR-003303-V1,OFR-003303,APP-0046684,REQ-2025-00722,1,1,initial,accepted,true,2025-08-11,2025-08-13,,,,,2025-09-22,79000,USD
OFR-003304-V1,OFR-003304,APP-0046699,REQ-2025-00222,1,1,initial,declined,true,2025-08-29,,2025-09-05,,,,2025-09-26,128500,USD
OFR-003305-V1,OFR-003305,APP-0046704,REQ-2025-00324,1,1,initial,accepted,true,2025-09-01,2025-09-04,,,,,2025-10-27,184000,USD
OFR-003306-V1,OFR-003306,APP-0046725,REQ-2025-00630,1,1,initial,accepted,false,2025-08-16,2025-08-19,,,,,2025-09-22,107500,USD
OFR-003306-V2,OFR-003306,APP-0046725,REQ-2025-00630,1,2,salary_correction,accepted,true,2025-08-29,2025-08-29,,,,,2025-09-22,107100,USD
OFR-003307-V1,OFR-003307,APP-0046750,REQ-2025-00693,1,1,initial,accepted,false,2025-08-13,2025-08-19,,,,,2025-09-29,106500,USD
OFR-003307-V2,OFR-003307,APP-0046750,REQ-2025-00693,1,2,start_date_revision,accepted,true,2025-09-02,2025-09-02,,,,,2025-10-20,106500,USD
OFR-003308-V1,OFR-003308,APP-0046752,REQ-2025-00700,1,1,initial,accepted,true,2025-08-14,2025-08-17,,,,,2025-10-13,173000,USD
OFR-003309-V1,OFR-003309,APP-0046756,REQ-2025-00705,1,1,initial,accepted,true,2025-08-13,2025-08-17,,,,,2025-09-22,98500,USD
OFR-003310-V1,OFR-003310,APP-0046768,REQ-2025-00719,1,1,initial,superseded,false,2025-08-06,,,,,,2025-09-15,94000,USD
