application_id,candidate_id,requisition_id,application_date,source_channel,application_status,status_date,current_stage_code,disposition_reason
APP-0029295,CAND-0028584,REQ-2024-01216,2025-01-07,career_site,rejected,2025-01-11,review,experience_mismatch
APP-0029296,CAND-0028585,REQ-2024-01217,2025-01-07,career_site,rejected,2025-01-14,screen,experience_mismatch
APP-0029297,CAND-0028586,REQ-2024-01218,2025-01-07,career_site,rejected,2025-01-21,screen,not_qualified
APP-0029298,CAND-0028587,REQ-2024-01223,2025-01-07,referral,rejected,2025-01-15,review,not_qualified
APP-0029299,CAND-0028588,REQ-2024-01225,2025-01-07,referral,rejected,2025-01-20,screen,not_qualified
APP-0029300,CAND-0028589,REQ-2024-01225,2025-01-07,referral,withdrawn,2025-01-11,review,compensation_expectations
APP-0029301,CAND-0028590,REQ-2024-01226,2025-01-07,internal,rejected,2025-01-09,review,experience_mismatch
APP-0029302,CAND-0028591,REQ-2024-01228,2025-01-07,linkedin,withdrawn,2025-01-11,review,location
APP-0029303,CAND-0028592,REQ-2024-01228,2025-01-07,job_board,rejected,2025-01-13,review,not_qualified
APP-0029304,CAND-0028593,REQ-2024-01228,2025-01-07,career_site,rejected,2025-01-17,assessment,assessment_failed
APP-0029305,CAND-0028594,REQ-2024-01232,2025-01-07,linkedin,offer_withdrawn,2025-01-26,offer,
APP-0029306,CAND-0028595,REQ-2024-01232,2025-01-07,career_site,rejected,2025-01-20,assessment,assessment_failed
APP-0029307,CAND-0028596,REQ-2024-01233,2025-01-07,career_site,withdrawn,2025-01-21,interview,location
APP-0029308,CAND-0028597,REQ-2024-01233,2025-01-07,career_site,withdrawn,2025-01-09,review,personal
APP-0029309,CAND-0028598,REQ-2024-01233,2025-01-07,job_board,rejected,2025-01-09,review,experience_mismatch
APP-0029310,CAND-0028599,REQ-2024-01234,2025-01-07,agency,withdrawn,2025-01-29,assessment,no_response
APP-0029311,CAND-0028600,REQ-2024-01234,2025-01-07,referral,rejected,2025-01-15,review,experience_mismatch
APP-0029312,CAND-0002151,REQ-2024-01234,2025-01-07,linkedin,rejected,2025-01-27,assessment,assessment_failed
APP-0029313,CAND-0028601,REQ-2024-01234,2025-01-07,career_site,rejected,2025-01-24,assessment,assessment_failed
APP-0029314,CAND-0028602,REQ-2025-00001,2025-01-07,linkedin,rejected,2025-01-14,review,experience_mismatch
APP-0029315,CAND-0028603,REQ-2025-00002,2025-01-07,internal,rejected,2025-01-12,screen,not_qualified
APP-0029316,CAND-0028604,REQ-2025-00003,2025-01-07,agency,rejected,2025-01-23,assessment,assessment_failed
APP-0029317,CAND-0028605,REQ-2025-00003,2025-01-07,referral,withdrawn,2025-01-26,assessment,personal
APP-0029318,CAND-0028606,REQ-2025-00004,2025-01-07,career_site,rejected,2025-01-09,review,experience_mismatch
APP-0029319,CAND-0028607,REQ-2025-00004,2025-01-07,career_site,rejected,2025-01-22,assessment,assessment_failed
APP-0029320,CAND-0028608,REQ-2025-00012,2025-01-07,linkedin,rejected,2025-01-11,review,not_qualified
APP-0029321,CAND-0028609,REQ-2025-00013,2025-01-07,career_site,rejected,2025-01-13,review,experience_mismatch
APP-0029322,CAND-0028610,REQ-2025-00014,2025-01-07,career_site,rejected,2025-01-14,review,not_qualified
APP-0029323,CAND-0028611,REQ-2025-00014,2025-01-07,career_site,rejected,2025-02-13,interview,position_filled
APP-0029324,CAND-0028612,REQ-2025-00014,2025-01-07,career_site,rejected,2025-01-11,review,experience_mismatch
APP-0029325,CAND-0028613,REQ-2024-00374,2025-01-08,job_board,rejected,2025-01-12,review,experience_mismatch
APP-0029326,CAND-0028614,REQ-2024-00395,2025-01-08,career_site,rejected,2025-02-03,assessment,assessment_failed
APP-0029327,CAND-0028615,REQ-2024-00577,2025-01-08,sourced,offer_accepted,2025-02-10,offer,
APP-0029328,CAND-0028616,REQ-2024-00622,2025-01-08,job_board,rejected,2025-01-10,review,not_qualified
APP-0029329,CAND-0028617,REQ-2024-00827,2025-01-08,career_site,rejected,2025-01-16,review,not_qualified
APP-0029330,CAND-0028618,REQ-2024-00841,2025-01-08,career_site,rejected,2025-01-13,review,not_qualified
APP-0029331,CAND-0005987,REQ-2024-00863,2025-01-08,job_board,rejected,2025-01-31,interview,interview_feedback
APP-0029332,CAND-0005881,REQ-2024-00892,2025-01-08,career_site,offer_accepted,2025-02-09,offer,
APP-0029333,CAND-0028619,REQ-2024-00947,2025-01-08,job_board,rejected,2025-02-11,assessment,assessment_failed
APP-0029334,CAND-0028620,REQ-2024-00970,2025-01-08,linkedin,rejected,2025-01-11,review,experience_mismatch
APP-0029335,CAND-0027444,REQ-2024-00970,2025-01-08,job_board,rejected,2025-01-12,screen,experience_mismatch
APP-0029336,CAND-0028621,REQ-2024-01013,2025-01-08,career_site,rejected,2025-01-23,review,not_qualified
APP-0029337,CAND-0028622,REQ-2024-01052,2025-01-08,career_site,rejected,2025-01-17,screen,experience_mismatch
APP-0029338,CAND-0028623,REQ-2024-01054,2025-01-08,sourced,rejected,2025-01-19,screen,not_qualified
APP-0029339,CAND-0028624,REQ-2024-01096,2025-01-08,job_board,rejected,2025-01-10,review,experience_mismatch
APP-0029340,CAND-0028625,REQ-2024-01101,2025-01-08,job_board,offer_declined,2025-02-10,offer,
APP-0029341,CAND-0028626,REQ-2024-01108,2025-01-08,career_site,rejected,2025-01-16,assessment,assessment_failed
APP-0029342,CAND-0028627,REQ-2024-01118,2025-01-08,agency,rejected,2025-01-11,review,not_qualified
APP-0029343,CAND-0028628,REQ-2024-01123,2025-01-08,career_site,withdrawn,2025-02-05,interview,no_response
APP-0029344,CAND-0028629,REQ-2024-01126,2025-01-08,sourced,rejected,2025-01-15,review,not_qualified
APP-0029345,CAND-0028630,REQ-2024-01147,2025-01-08,career_site,rejected,2025-01-18,assessment,assessment_failed
APP-0029346,CAND-0028631,REQ-2024-01158,2025-01-08,job_board,rejected,2025-01-10,review,not_qualified
APP-0029347,CAND-0028632,REQ-2024-01165,2025-01-08,job_board,offer_accepted,2025-02-09,offer,
APP-0029348,CAND-0017966,REQ-2024-01168,2025-01-08,agency,withdrawn,2025-01-27,screen,no_response
APP-0029349,CAND-0028633,REQ-2024-01170,2025-01-08,career_site,withdrawn,2025-01-13,review,personal
APP-0029350,CAND-0028634,REQ-2024-01179,2025-01-08,linkedin,rejected,2025-01-15,screen,experience_mismatch
APP-0029351,CAND-0028635,REQ-2024-01179,2025-01-08,linkedin,rejected,2025-01-10,review,not_qualified
APP-0029352,CAND-0028636,REQ-2024-01181,2025-01-08,career_site,rejected,2025-01-10,review,experience_mismatch
APP-0029353,CAND-0028637,REQ-2024-01182,2025-01-08,career_site,rejected,2025-01-13,review,experience_mismatch
APP-0029354,CAND-0028638,REQ-2024-01191,2025-01-08,career_site,rejected,2025-01-30,assessment,assessment_failed
APP-0029355,CAND-0028639,REQ-2024-01196,2025-01-08,referral,rejected,2025-01-13,review,not_qualified
APP-0029356,CAND-0028640,REQ-2024-01197,2025-01-08,linkedin,rejected,2025-01-11,screen,not_qualified
APP-0029357,CAND-0028641,REQ-2024-01197,2025-01-08,linkedin,rejected,2025-01-10,review,not_qualified
APP-0029358,CAND-0028642,REQ-2024-01203,2025-01-08,referral,rejected,2025-01-23,screen,experience_mismatch
APP-0029359,CAND-0028643,REQ-2024-01206,2025-01-08,internal,withdrawn,2025-01-19,assessment,personal
APP-0029360,CAND-0028644,REQ-2024-01209,2025-01-08,referral,rejected,2025-01-16,assessment,assessment_failed
APP-0029361,CAND-0028645,REQ-2024-01209,2025-01-08,job_board,rejected,2025-01-21,assessment,assessment_failed
APP-0029362,CAND-0028646,REQ-2024-01209,2025-01-08,career_site,withdrawn,2025-01-11,review,personal
APP-0029363,CAND-0028647,REQ-2024-01217,2025-01-08,linkedin,rejected,2025-01-15,review,position_filled
APP-0029364,CAND-0028648,REQ-2024-01217,2025-01-08,linkedin,rejected,2025-01-15,review,position_filled
APP-0029365,CAND-0028649,REQ-2024-01220,2025-01-08,job_board,withdrawn,2025-01-10,review,location
APP-0029366,CAND-0028650,REQ-2024-01222,2025-01-08,job_board,rejected,2025-01-12,review,experience_mismatch
APP-0029367,CAND-0028651,REQ-2024-01223,2025-01-08,job_board,rejected,2025-01-30,screen,experience_mismatch
APP-0029368,CAND-0028652,REQ-2024-01225,2025-01-08,linkedin,rejected,2025-01-09,review,experience_mismatch
APP-0029369,CAND-0028653,REQ-2024-01225,2025-01-08,job_board,rejected,2025-01-10,review,experience_mismatch
APP-0029370,CAND-0028654,REQ-2024-01226,2025-01-08,job_board,rejected,2025-01-09,review,experience_mismatch
APP-0029371,CAND-0028655,REQ-2024-01228,2025-01-08,career_site,offer_declined,2025-01-28,offer,
APP-0029372,CAND-0028656,REQ-2024-01228,2025-01-08,linkedin,rejected,2025-01-15,screen,experience_mismatch
APP-0029373,CAND-0028657,REQ-2024-01228,2025-01-08,sourced,rejected,2025-01-10,review,experience_mismatch
APP-0029374,CAND-0028658,REQ-2024-01233,2025-01-08,linkedin,rejected,2025-01-26,interview,interview_feedback
APP-0029375,CAND-0028659,REQ-2024-01234,2025-01-08,job_board,withdrawn,2025-01-12,review,personal
APP-0029376,CAND-0028660,REQ-2024-01234,2025-01-08,job_board,withdrawn,2025-01-29,interview,compensation_expectations
APP-0029377,CAND-0028661,REQ-2024-01235,2025-01-08,internal,rejected,2025-01-13,review,experience_mismatch
APP-0029378,CAND-0028662,REQ-2024-01235,2025-01-08,career_site,rejected,2025-01-23,assessment,assessment_failed
APP-0029379,CAND-0028663,REQ-2024-01235,2025-01-08,job_board,candidate_renege,2025-02-09,offer,
APP-0029380,CAND-0028664,REQ-2025-00003,2025-01-08,linkedin,rejected,2025-01-21,interview,interview_feedback
APP-0029381,CAND-0028665,REQ-2025-00003,2025-01-08,job_board,rejected,2025-01-16,review,experience_mismatch
APP-0029382,CAND-0028666,REQ-2025-00003,2025-01-08,linkedin,rejected,2025-01-09,review,not_qualified
APP-0029383,CAND-0028667,REQ-2025-00004,2025-01-08,linkedin,rejected,2025-01-28,assessment,assessment_failed
APP-0029384,CAND-0028668,REQ-2025-00006,2025-01-08,internal,rejected,2025-01-25,interview,interview_feedback
APP-0029385,CAND-0028669,REQ-2025-00007,2025-01-08,referral,rejected,2025-01-12,review,not_qualified
APP-0029386,CAND-0028670,REQ-2025-00009,2025-01-08,career_site,rejected,2025-01-20,screen,not_qualified
APP-0029387,CAND-0028671,REQ-2025-00010,2025-01-08,sourced,rejected,2025-01-21,assessment,assessment_failed
APP-0029388,CAND-0028672,REQ-2025-00010,2025-01-08,job_board,withdrawn,2025-01-09,review,no_response
APP-0029389,CAND-0028673,REQ-2025-00014,2025-01-08,job_board,rejected,2025-01-09,review,not_qualified
APP-0029390,CAND-0028674,REQ-2025-00014,2025-01-08,career_site,rejected,2025-02-01,interview,interview_feedback
APP-0029391,CAND-0028675,REQ-2025-00014,2025-01-08,linkedin,rejected,2025-02-06,interview,interview_feedback
APP-0029392,CAND-0028676,REQ-2025-00014,2025-01-08,career_site,offer_accepted,2025-01-29,offer,
APP-0029393,CAND-0028677,REQ-2025-00017,2025-01-08,linkedin,withdrawn,2025-01-26,assessment,compensation_expectations
APP-0029394,CAND-0028678,REQ-2025-00019,2025-01-08,career_site,rejected,2025-01-26,assessment,assessment_failed
APP-0029395,CAND-0028679,REQ-2025-00019,2025-01-08,linkedin,rejected,2025-02-03,interview,position_filled
APP-0029396,CAND-0028680,REQ-2025-00021,2025-01-08,job_board,rejected,2025-01-12,review,experience_mismatch
APP-0029397,CAND-0028681,REQ-2024-00067,2025-01-09,sourced,rejected,2025-02-03,interview,position_filled
APP-0029398,CAND-0028682,REQ-2024-00322,2025-01-09,job_board,rejected,2025-01-11,review,not_qualified
APP-0029399,CAND-0028683,REQ-2024-00413,2025-01-09,referral,rejected,2025-02-02,review,experience_mismatch
APP-0029400,CAND-0028684,REQ-2024-00493,2025-01-09,referral,withdrawn,2025-01-13,review,compensation_expectations
APP-0029401,CAND-0028685,REQ-2024-00734,2025-01-09,sourced,offer_accepted,2025-02-11,offer,
APP-0029402,CAND-0028686,REQ-2024-00764,2025-01-09,career_site,rejected,2025-02-04,interview,requisition_cancelled
APP-0029403,CAND-0028687,REQ-2024-00892,2025-01-09,linkedin,rejected,2025-01-12,review,not_qualified
APP-0029404,CAND-0028688,REQ-2024-00934,2025-01-09,referral,rejected,2025-01-10,review,not_qualified
APP-0029405,CAND-0028689,REQ-2024-00966,2025-01-09,referral,offer_accepted,2025-02-13,offer,
APP-0029406,CAND-0028690,REQ-2024-00983,2025-01-09,career_site,rejected,2025-01-16,screen,experience_mismatch
APP-0029407,CAND-0028691,REQ-2024-01004,2025-01-09,sourced,rejected,2025-01-13,review,not_qualified
APP-0029408,CAND-0028692,REQ-2024-01013,2025-01-09,career_site,rejected,2025-01-11,review,not_qualified
APP-0029409,CAND-0028693,REQ-2024-01062,2025-01-09,linkedin,rejected,2025-01-20,screen,not_qualified
APP-0029410,CAND-0028694,REQ-2024-01064,2025-01-09,career_site,rejected,2025-01-27,assessment,assessment_failed
APP-0029411,CAND-0028695,REQ-2024-01075,2025-01-09,agency,withdrawn,2025-01-11,review,no_response
APP-0029412,CAND-0028696,REQ-2024-01083,2025-01-09,job_board,withdrawn,2025-01-11,review,personal
APP-0029413,CAND-0028697,REQ-2024-01135,2025-01-09,career_site,rejected,2025-01-30,assessment,assessment_failed
APP-0029414,CAND-0028698,REQ-2024-01137,2025-01-09,job_board,rejected,2025-01-16,review,not_qualified
APP-0029415,CAND-0028699,REQ-2024-01148,2025-01-09,internal,rejected,2025-01-10,review,experience_mismatch
APP-0029416,CAND-0028700,REQ-2024-01174,2025-01-09,linkedin,rejected,2025-01-15,assessment,assessment_failed
APP-0029417,CAND-0028701,REQ-2024-01178,2025-01-09,referral,rejected,2025-01-13,review,experience_mismatch
APP-0029418,CAND-0028702,REQ-2024-01179,2025-01-09,sourced,rejected,2025-01-29,interview,interview_feedback
APP-0029419,CAND-0028703,REQ-2024-01179,2025-01-09,internal,offer_accepted,2025-02-04,offer,
APP-0029420,CAND-0028704,REQ-2024-01180,2025-01-09,career_site,rejected,2025-01-20,review,experience_mismatch
APP-0029421,CAND-0028705,REQ-2024-01180,2025-01-09,linkedin,rejected,2025-01-23,review,position_filled
APP-0029422,CAND-0028706,REQ-2024-01180,2025-01-09,linkedin,rejected,2025-01-23,screen,not_qualified
APP-0029423,CAND-0028707,REQ-2024-01182,2025-01-09,linkedin,rejected,2025-01-12,review,not_qualified
APP-0029424,CAND-0028708,REQ-2024-01183,2025-01-09,job_board,rejected,2025-01-10,review,not_qualified
APP-0029425,CAND-0028709,REQ-2024-01185,2025-01-09,referral,rejected,2025-01-14,review,not_qualified
APP-0029426,CAND-0028710,REQ-2024-01186,2025-01-09,internal,rejected,2025-01-17,screen,not_qualified
APP-0029427,CAND-0028711,REQ-2024-01194,2025-01-09,sourced,withdrawn,2025-01-19,screen,compensation_expectations
APP-0029428,CAND-0028712,REQ-2024-01199,2025-01-09,internal,withdrawn,2025-01-11,review,personal
APP-0029429,CAND-0028713,REQ-2024-01199,2025-01-09,linkedin,rejected,2025-01-13,screen,not_qualified
APP-0029430,CAND-0028714,REQ-2024-01201,2025-01-09,career_site,rejected,2025-01-15,screen,experience_mismatch
APP-0029431,CAND-0028715,REQ-2024-01203,2025-01-09,sourced,rejected,2025-01-14,review,not_qualified
APP-0029432,CAND-0028716,REQ-2024-01204,2025-01-09,linkedin,rejected,2025-01-10,review,experience_mismatch
APP-0029433,CAND-0028717,REQ-2024-01208,2025-01-09,referral,rejected,2025-01-16,review,not_qualified
APP-0029434,CAND-0028718,REQ-2024-01209,2025-01-09,linkedin,rejected,2025-01-19,assessment,assessment_failed
APP-0029435,CAND-0028719,REQ-2024-01209,2025-01-09,linkedin,rejected,2025-01-13,review,not_qualified
APP-0029436,CAND-0028720,REQ-2024-01218,2025-01-09,job_board,withdrawn,2025-01-16,review,personal
APP-0029437,CAND-0028721,REQ-2024-01219,2025-01-09,referral,rejected,2025-01-16,review,not_qualified
APP-0029438,CAND-0028722,REQ-2024-01225,2025-01-09,internal,rejected,2025-01-12,review,not_qualified
APP-0029439,CAND-0028723,REQ-2024-01225,2025-01-09,career_site,rejected,2025-01-21,assessment,assessment_failed
APP-0029440,CAND-0028724,REQ-2024-01225,2025-01-09,referral,offer_rescinded,2025-03-04,offer,
APP-0029441,CAND-0028725,REQ-2024-01226,2025-01-09,career_site,rejected,2025-01-12,review,not_qualified
APP-0029442,CAND-0028726,REQ-2024-01227,2025-01-09,sourced,rejected,2025-01-16,review,experience_mismatch
APP-0029443,CAND-0028727,REQ-2024-01228,2025-01-09,referral,rejected,2025-01-31,interview,position_filled
APP-0029444,CAND-0028728,REQ-2024-01228,2025-01-09,career_site,rejected,2025-01-13,review,not_qualified
APP-0029445,CAND-0028729,REQ-2024-01228,2025-01-09,career_site,rejected,2025-01-20,assessment,assessment_failed
APP-0029446,CAND-0013410,REQ-2024-01229,2025-01-09,linkedin,rejected,2025-02-09,assessment,assessment_failed
APP-0029447,CAND-0008055,REQ-2024-01229,2025-01-09,career_site,rejected,2025-02-08,interview,interview_feedback
APP-0029448,CAND-0028730,REQ-2024-01230,2025-01-09,job_board,rejected,2025-01-13,review,not_qualified
APP-0029449,CAND-0028731,REQ-2024-01230,2025-01-09,career_site,rejected,2025-01-24,screen,experience_mismatch
APP-0029450,CAND-0028732,REQ-2024-01233,2025-01-09,linkedin,withdrawn,2025-02-01,interview,accepted_other_offer
APP-0029451,CAND-0028733,REQ-2024-01233,2025-01-09,job_board,offer_withdrawn,2025-01-31,offer,
APP-0029452,CAND-0028734,REQ-2024-01233,2025-01-09,job_board,withdrawn,2025-01-12,review,accepted_other_offer
APP-0029453,CAND-0028735,REQ-2024-01234,2025-01-09,job_board,rejected,2025-01-14,review,experience_mismatch
APP-0029454,CAND-0028736,REQ-2024-01235,2025-01-09,agency,offer_accepted,2025-02-12,offer,
APP-0029455,CAND-0028737,REQ-2024-01236,2025-01-09,job_board,rejected,2025-01-16,review,not_qualified
APP-0029456,CAND-0028738,REQ-2025-00003,2025-01-09,career_site,withdrawn,2025-01-11,review,location
APP-0029457,CAND-0028739,REQ-2025-00003,2025-01-09,referral,withdrawn,2025-01-21,assessment,location
APP-0029458,CAND-0028740,REQ-2025-00003,2025-01-09,career_site,withdrawn,2025-01-18,assessment,location
APP-0029459,CAND-0028741,REQ-2025-00003,2025-01-09,job_board,rejected,2025-02-03,interview,interview_feedback
APP-0029460,CAND-0028742,REQ-2025-00003,2025-01-09,career_site,offer_accepted,2025-01-25,offer,
APP-0029461,CAND-0028743,REQ-2025-00004,2025-01-09,sourced,withdrawn,2025-01-10,review,compensation_expectations
APP-0029462,CAND-0028744,REQ-2025-00004,2025-01-09,career_site,rejected,2025-01-11,review,experience_mismatch
APP-0029463,CAND-0028745,REQ-2025-00010,2025-01-09,job_board,rejected,2025-01-13,review,not_qualified
APP-0029464,CAND-0028746,REQ-2025-00012,2025-01-09,career_site,rejected,2025-01-17,review,experience_mismatch
APP-0029465,CAND-0028747,REQ-2025-00012,2025-01-09,sourced,rejected,2025-01-23,review,experience_mismatch
APP-0029466,CAND-0028748,REQ-2025-00014,2025-01-09,agency,rejected,2025-01-11,review,not_qualified
APP-0029467,CAND-0028749,REQ-2025-00015,2025-01-09,career_site,withdrawn,2025-01-20,assessment,accepted_other_offer
APP-0029468,CAND-0028750,REQ-2025-00016,2025-01-09,referral,offer_accepted,2025-02-18,offer,
APP-0029469,CAND-0028751,REQ-2025-00017,2025-01-09,career_site,rejected,2025-01-26,assessment,assessment_failed
APP-0029470,CAND-0028752,REQ-2025-00017,2025-01-09,job_board,rejected,2025-02-01,assessment,assessment_failed
APP-0029471,CAND-0028753,REQ-2025-00019,2025-01-09,job_board,rejected,2025-01-19,screen,experience_mismatch
APP-0029472,CAND-0028754,REQ-2025-00021,2025-01-09,job_board,rejected,2025-01-11,review,experience_mismatch
APP-0029473,CAND-0028755,REQ-2025-00021,2025-01-09,career_site,withdrawn,2025-01-15,review,no_response
APP-0029474,CAND-0028756,REQ-2025-00023,2025-01-09,career_site,withdrawn,2025-01-13,review,compensation_expectations
APP-0029475,CAND-0028757,REQ-2024-00001,2025-01-10,referral,rejected,2025-01-14,review,experience_mismatch
APP-0029476,CAND-0028758,REQ-2024-00050,2025-01-10,job_board,withdrawn,2025-01-14,review,accepted_other_offer
APP-0029477,CAND-0028759,REQ-2024-00441,2025-01-10,career_site,rejected,2025-02-07,assessment,assessment_failed
APP-0029478,CAND-0028760,REQ-2024-00478,2025-01-10,job_board,rejected,2025-01-12,review,not_qualified
APP-0029479,CAND-0028761,REQ-2024-00584,2025-01-10,job_board,rejected,2025-01-19,screen,experience_mismatch
APP-0029480,CAND-0028762,REQ-2024-00697,2025-01-10,job_board,rejected,2025-01-15,review,not_qualified
APP-0029481,CAND-0028763,REQ-2024-00709,2025-01-10,career_site,rejected,2025-02-09,assessment,assessment_failed
APP-0029482,CAND-0028764,REQ-2024-00721,2025-01-10,referral,rejected,2025-01-18,review,experience_mismatch
APP-0029483,CAND-0028765,REQ-2024-00742,2025-01-10,career_site,withdrawn,2025-01-22,screen,personal
APP-0029484,CAND-0028766,REQ-2024-00764,2025-01-10,internal,rejected,2025-01-13,review,experience_mismatch
APP-0029485,CAND-0028767,REQ-2024-00782,2025-01-10,agency,rejected,2025-02-08,interview,interview_feedback
APP-0029486,CAND-0028768,REQ-2024-00827,2025-01-10,job_board,rejected,2025-01-14,review,experience_mismatch
APP-0029487,CAND-0028769,REQ-2024-00847,2025-01-10,agency,rejected,2025-01-18,review,experience_mismatch
APP-0029488,CAND-0014154,REQ-2024-00855,2025-01-10,job_board,rejected,2025-01-14,review,not_qualified
APP-0029489,CAND-0028770,REQ-2024-00877,2025-01-10,career_site,rejected,2025-01-13,review,not_qualified
APP-0029490,CAND-0028771,REQ-2024-00882,2025-01-10,referral,rejected,2025-01-14,review,experience_mismatch
APP-0029491,CAND-0028772,REQ-2024-00922,2025-01-10,job_board,rejected,2025-02-28,interview,interview_feedback
APP-0029492,CAND-0028773,REQ-2024-00934,2025-01-10,career_site,rejected,2025-01-23,assessment,assessment_failed
APP-0029493,CAND-0028774,REQ-2024-00985,2025-01-10,job_board,withdrawn,2025-02-25,interview,no_response
APP-0029494,CAND-0028775,REQ-2024-00996,2025-01-10,linkedin,rejected,2025-01-12,review,not_qualified
APP-0029495,CAND-0028776,REQ-2024-01051,2025-01-10,career_site,rejected,2025-01-16,review,experience_mismatch
APP-0029496,CAND-0028777,REQ-2024-01052,2025-01-10,career_site,rejected,2025-01-21,assessment,position_filled
APP-0029497,CAND-0028778,REQ-2024-01076,2025-01-10,agency,withdrawn,2025-02-02,interview,no_response
APP-0029498,CAND-0028779,REQ-2024-01096,2025-01-10,career_site,rejected,2025-01-21,assessment,assessment_failed
APP-0029499,CAND-0028780,REQ-2024-01122,2025-01-10,job_board,rejected,2025-01-18,review,experience_mismatch
APP-0029500,CAND-0028781,REQ-2024-01147,2025-01-10,referral,rejected,2025-01-29,interview,interview_feedback
APP-0029501,CAND-0028782,REQ-2024-01148,2025-01-10,internal,withdrawn,2025-01-12,review,no_response
APP-0029502,CAND-0028783,REQ-2024-01173,2025-01-10,career_site,rejected,2025-01-16,review,position_filled
APP-0029503,CAND-0028784,REQ-2024-01182,2025-01-10,referral,rejected,2025-01-18,screen,position_filled
APP-0029504,CAND-0028785,REQ-2024-01187,2025-01-10,career_site,withdrawn,2025-01-14,review,personal
APP-0029505,CAND-0028786,REQ-2024-01189,2025-01-10,career_site,withdrawn,2025-01-14,review,personal
APP-0029506,CAND-0028787,REQ-2024-01200,2025-01-10,linkedin,rejected,2025-01-23,review,experience_mismatch
APP-0029507,CAND-0028788,REQ-2024-01203,2025-01-10,job_board,withdrawn,2025-01-17,review,no_response
APP-0029508,CAND-0028789,REQ-2024-01203,2025-01-10,job_board,rejected,2025-01-23,assessment,assessment_failed
APP-0029509,CAND-0028790,REQ-2024-01208,2025-01-10,internal,offer_accepted,2025-02-23,offer,
APP-0029510,CAND-0028791,REQ-2024-01209,2025-01-10,agency,rejected,2025-01-15,screen,experience_mismatch
APP-0029511,CAND-0028792,REQ-2024-01211,2025-01-10,job_board,rejected,2025-01-14,review,experience_mismatch
APP-0029512,CAND-0028793,REQ-2024-01217,2025-01-10,job_board,rejected,2025-01-15,review,position_filled
APP-0029513,CAND-0028794,REQ-2024-01217,2025-01-10,career_site,rejected,2025-01-15,review,position_filled
APP-0029514,CAND-0028795,REQ-2024-01218,2025-01-10,linkedin,withdrawn,2025-01-17,review,accepted_other_offer
APP-0029515,CAND-0028796,REQ-2024-01222,2025-01-10,linkedin,rejected,2025-01-14,review,experience_mismatch
APP-0029516,CAND-0028797,REQ-2024-01222,2025-01-10,career_site,rejected,2025-01-11,review,not_qualified
APP-0029517,CAND-0028798,REQ-2024-01227,2025-01-10,career_site,rejected,2025-01-17,review,experience_mismatch
APP-0029518,CAND-0028799,REQ-2024-01228,2025-01-10,linkedin,offer_withdrawn,2025-01-31,offer,
APP-0029519,CAND-0028800,REQ-2024-01228,2025-01-10,linkedin,rejected,2025-01-12,review,not_qualified
APP-0029520,CAND-0028801,REQ-2024-01228,2025-01-10,linkedin,offer_accepted,2025-01-30,offer,
APP-0029521,CAND-0028802,REQ-2024-01233,2025-01-10,sourced,rejected,2025-02-01,interview,position_filled
APP-0029522,CAND-0028803,REQ-2024-01235,2025-01-10,linkedin,rejected,2025-02-04,interview,interview_feedback
APP-0029523,CAND-0028804,REQ-2024-01235,2025-01-10,job_board,offer_accepted,2025-02-05,offer,
APP-0029524,CAND-0028805,REQ-2024-01236,2025-01-10,linkedin,rejected,2025-01-23,screen,not_qualified
APP-0029525,CAND-0028806,REQ-2024-01236,2025-01-10,agency,rejected,2025-01-26,assessment,assessment_failed
APP-0029526,CAND-0028807,REQ-2024-01237,2025-01-10,job_board,withdrawn,2025-01-27,assessment,location
APP-0029527,CAND-0028808,REQ-2025-00001,2025-01-10,sourced,rejected,2025-01-29,interview,interview_feedback
APP-0029528,CAND-0028809,REQ-2025-00003,2025-01-10,agency,rejected,2025-01-18,assessment,assessment_failed
APP-0029529,CAND-0028810,REQ-2025-00003,2025-01-10,referral,rejected,2025-01-24,assessment,assessment_failed
APP-0029530,CAND-0028811,REQ-2025-00003,2025-01-10,linkedin,offer_declined,2025-01-29,offer,
APP-0029531,CAND-0028812,REQ-2025-00006,2025-01-10,linkedin,rejected,2025-01-18,screen,not_qualified
APP-0029532,CAND-0028813,REQ-2025-00006,2025-01-10,career_site,rejected,2025-01-13,review,not_qualified
APP-0029533,CAND-0028814,REQ-2025-00008,2025-01-10,referral,rejected,2025-01-22,screen,experience_mismatch
APP-0029534,CAND-0028815,REQ-2025-00012,2025-01-10,job_board,rejected,2025-01-29,screen,not_qualified
APP-0029535,CAND-0028816,REQ-2025-00014,2025-01-10,referral,rejected,2025-01-12,review,not_qualified
APP-0029536,CAND-0028817,REQ-2025-00015,2025-01-10,linkedin,rejected,2025-01-24,assessment,assessment_failed
APP-0029537,CAND-0028818,REQ-2025-00017,2025-01-10,sourced,rejected,2025-01-16,review,not_qualified
APP-0029538,CAND-0028819,REQ-2025-00017,2025-01-10,job_board,withdrawn,2025-01-22,review,location
APP-0029539,CAND-0028820,REQ-2025-00020,2025-01-10,referral,rejected,2025-01-13,review,not_qualified
APP-0029540,CAND-0028821,REQ-2025-00023,2025-01-10,job_board,rejected,2025-01-12,review,experience_mismatch
APP-0029541,CAND-0028822,REQ-2025-00025,2025-01-10,job_board,rejected,2025-01-21,review,experience_mismatch
APP-0029542,CAND-0028823,REQ-2024-00018,2025-01-11,job_board,rejected,2025-01-23,screen,experience_mismatch
