application_id,candidate_id,requisition_id,application_date,source_channel,application_status_current,current_stage_code,rejected_date,withdrawal_date,disposition_reason,updated_at,extracted_at
APP-0000321,CAND-0000310,REQ-2025-00002,2025-06-05,sourced,rejected,review,2025-06-09,,not_qualified,2025-06-09T13:44:00Z,2026-05-31T23:59:59Z
APP-0000322,CAND-0000311,REQ-2025-00002,2025-06-08,job_board,rejected,screen,2025-06-16,,experience_mismatch,2025-06-16T17:46:02Z,2026-05-31T23:59:59Z
APP-0000323,CAND-0000312,REQ-2025-00002,2025-06-12,agency,withdrawn,review,,2025-06-18,accepted_other_offer,2025-06-18T16:15:08Z,2026-05-31T23:59:59Z
APP-0000324,CAND-0000313,REQ-2025-00002,2025-06-14,career_site,withdrawn,interview,,2025-07-05,personal,2025-07-05T18:23:43Z,2026-05-31T23:59:59Z
APP-0000325,CAND-0000314,REQ-2025-00002,2025-06-23,linkedin,started,offer,,,,2025-09-01T16:05:13Z,2026-05-31T23:59:59Z
APP-0000326,CAND-0000315,REQ-2025-00002,2025-06-26,job_board,rejected,screen,2025-07-05,,not_qualified,2025-07-05T10:38:59Z,2026-05-31T23:59:59Z
APP-0000327,CAND-0000316,REQ-2025-00002,2025-07-11,sourced,rejected,assessment,2025-07-24,,position_filled,2025-07-24T14:30:45Z,2026-05-31T23:59:59Z
APP-0000328,CAND-0000317,REQ-2025-00004,2025-07-17,job_board,rejected,review,2025-07-20,,not_qualified,2025-07-20T10:26:12Z,2026-05-31T23:59:59Z
APP-0000329,CAND-0000318,REQ-2025-00005,2025-07-20,career_site,rejected,screen,2025-07-27,,experience_mismatch,2025-07-27T13:54:26Z,2026-05-31T23:59:59Z
APP-0000330,CAND-0000319,REQ-2025-00005,2025-07-22,linkedin,rejected,review,2025-07-26,,experience_mismatch,2025-07-26T08:08:23Z,2026-05-31T23:59:59Z
APP-0000331,CAND-0000320,REQ-2025-00005,2025-07-23,linkedin,rejected,interview,2025-08-15,,interview_feedback,2025-08-15T17:50:25Z,2026-05-31T23:59:59Z
APP-0000332,CAND-0000321,REQ-2025-00005,2025-07-24,referral,rejected,review,2025-07-27,,not_qualified,2025-07-27T16:30:19Z,2026-05-31T23:59:59Z
APP-0000333,CAND-0000322,REQ-2025-00005,2025-07-28,career_site,started,offer,,,,2025-09-22T11:16:29Z,2026-05-31T23:59:59Z
APP-0000334,CAND-0000323,REQ-2025-00004,2025-07-29,career_site,rejected,review,2025-08-01,,not_qualified,2025-08-01T15:29:50Z,2026-05-31T23:59:59Z
APP-0000335,CAND-0000324,REQ-2025-00005,2025-07-29,sourced,rejected,review,2025-08-01,,experience_mismatch,2025-08-01T19:50:16Z,2026-05-31T23:59:59Z
APP-0000336,CAND-0000325,REQ-2025-00005,2025-07-31,career_site,rejected,review,2025-08-02,,experience_mismatch,2025-08-02T09:44:34Z,2026-05-31T23:59:59Z
APP-0000337,CAND-0000326,REQ-2025-00004,2025-08-04,referral,rejected,review,2025-08-09,,experience_mismatch,2025-08-09T15:43:16Z,2026-05-31T23:59:59Z
APP-0000338,CAND-0000327,REQ-2025-00005,2025-08-05,job_board,withdrawn,review,,2025-08-14,accepted_other_offer,2025-08-14T19:44:05Z,2026-05-31T23:59:59Z
APP-0000339,CAND-0000328,REQ-2025-00005,2025-08-05,job_board,rejected,screen,2025-08-11,,experience_mismatch,2025-08-11T09:34:11Z,2026-05-31T23:59:59Z
APP-0000340,CAND-0000329,REQ-2025-00006,2025-09-14,referral,withdrawn,review,,2025-09-18,compensation_expectations,2025-09-18T18:55:44Z,2026-05-31T23:59:59Z
APP-0000341,CAND-0000330,REQ-2025-00006,2025-09-16,career_site,rejected,assessment,2025-09-22,,assessment_failed,2025-09-22T13:55:50Z,2026-05-31T23:59:59Z
APP-0000342,CAND-0000247,REQ-2025-00006,2025-09-17,job_board,started,offer,,,,2025-10-27T09:17:16Z,2026-05-31T23:59:59Z
APP-0000343,CAND-0000331,REQ-2025-00006,2025-09-18,career_site,rejected,interview,2025-10-07,,interview_feedback,2025-10-07T08:10:50Z,2026-05-31T23:59:59Z
APP-0000344,CAND-0000332,REQ-2025-00007,2025-09-18,job_board,rejected,assessment,2025-10-19,,assessment_failed,2025-10-19T17:56:57Z,2026-05-31T23:59:59Z
APP-0000345,CAND-0000333,REQ-2025-00006,2025-09-19,linkedin,rejected,assessment,2025-10-05,,assessment_failed,2025-10-05T15:03:27Z,2026-05-31T23:59:59Z
APP-0000346,CAND-0000334,REQ-2025-00007,2025-09-19,career_site,rejected,review,2025-09-24,,experience_mismatch,2025-09-24T19:29:09Z,2026-05-31T23:59:59Z
APP-0000347,CAND-0000335,REQ-2025-00006,2025-09-20,career_site,offer_withdrawn,offer,,,,2025-10-08T10:27:31Z,2026-05-31T23:59:59Z
APP-0000348,CAND-0000336,REQ-2025-00006,2025-09-20,sourced,rejected,interview,2025-10-08,,position_filled,2025-10-08T16:50:10Z,2026-05-31T23:59:59Z
APP-0000349,CAND-0000337,REQ-2025-00007,2025-09-20,linkedin,started,offer,,,,2025-12-29T18:05:08Z,2026-05-31T23:59:59Z
APP-0000350,CAND-0000338,REQ-2025-00007,2025-09-21,career_site,rejected,review,2025-10-03,,experience_mismatch,2025-10-03T13:43:13Z,2026-05-31T23:59:59Z
APP-0000351,CAND-0000339,REQ-2025-00006,2025-09-22,linkedin,rejected,review,2025-09-25,,experience_mismatch,2025-09-25T18:37:27Z,2026-05-31T23:59:59Z
APP-0000352,CAND-0000340,REQ-2025-00006,2025-09-22,linkedin,rejected,review,2025-09-27,,experience_mismatch,2025-09-27T13:49:17Z,2026-05-31T23:59:59Z
APP-0000353,CAND-0000341,REQ-2025-00007,2025-09-22,agency,rejected,review,2025-09-25,,experience_mismatch,2025-09-25T15:08:59Z,2026-05-31T23:59:59Z
APP-0000354,CAND-0000342,REQ-2025-00006,2025-09-23,career_site,rejected,review,2025-09-26,,not_qualified,2025-09-26T13:05:44Z,2026-05-31T23:59:59Z
APP-0000355,CAND-0000343,REQ-2025-00006,2025-09-24,referral,rejected,interview,2025-10-08,,position_filled,2025-10-08T13:56:14Z,2026-05-31T23:59:59Z
APP-0000356,CAND-0000344,REQ-2025-00006,2025-09-25,internal,rejected,review,2025-09-29,,not_qualified,2025-09-29T17:49:56Z,2026-05-31T23:59:59Z
APP-0000357,CAND-0000345,REQ-2025-00007,2025-09-25,sourced,rejected,screen,2025-10-05,,experience_mismatch,2025-10-05T17:04:18Z,2026-05-31T23:59:59Z
APP-0000358,CAND-0000346,REQ-2025-00007,2025-09-30,referral,rejected,review,2025-10-03,,not_qualified,2025-10-03T11:37:39Z,2026-05-31T23:59:59Z
APP-0000359,CAND-0000347,REQ-2025-00006,2025-10-01,linkedin,withdrawn,screen,,2025-10-07,accepted_other_offer,2025-10-07T11:35:49Z,2026-05-31T23:59:59Z
APP-0000360,CAND-0000348,REQ-2025-00007,2025-10-01,job_board,rejected,review,2025-10-04,,not_qualified,2025-10-04T13:31:30Z,2026-05-31T23:59:59Z
APP-0000361,CAND-0000349,REQ-2025-00007,2025-10-01,career_site,rejected,assessment,2025-10-19,,assessment_failed,2025-10-19T09:05:40Z,2026-05-31T23:59:59Z
APP-0000362,CAND-0000350,REQ-2025-00006,2025-10-04,job_board,withdrawn,review,,2025-10-08,no_response,2025-10-08T12:36:46Z,2026-05-31T23:59:59Z
APP-0000363,CAND-0000351,REQ-2025-00006,2025-10-05,job_board,withdrawn,review,,2025-10-08,accepted_other_offer,2025-10-08T12:24:40Z,2026-05-31T23:59:59Z
APP-0000364,CAND-0000352,REQ-2025-00007,2025-10-06,career_site,withdrawn,review,,2025-10-13,compensation_expectations,2025-10-13T08:14:35Z,2026-05-31T23:59:59Z
APP-0000365,CAND-0000353,REQ-2025-00007,2025-10-17,career_site,withdrawn,interview,,2025-11-13,personal,2025-11-13T10:29:17Z,2026-05-31T23:59:59Z
APP-0000366,CAND-0000354,REQ-2025-00007,2025-10-20,career_site,withdrawn,review,,2025-10-27,location,2025-10-27T17:16:55Z,2026-05-31T23:59:59Z
APP-0000367,CAND-0000355,REQ-2025-00007,2025-10-21,linkedin,rejected,interview,2025-11-13,,position_filled,2025-11-13T16:35:29Z,2026-05-31T23:59:59Z
APP-0000368,CAND-0000356,REQ-2025-00008,2025-10-27,career_site,withdrawn,screen,,2025-11-07,personal,2025-11-07T10:30:24Z,2026-05-31T23:59:59Z
APP-0000369,CAND-0000149,REQ-2025-00007,2025-10-28,career_site,rejected,screen,2025-11-11,,experience_mismatch,2025-11-11T15:15:34Z,2026-05-31T23:59:59Z
APP-0000370,CAND-0000357,REQ-2025-00008,2025-11-01,job_board,rejected,review,2025-11-06,,experience_mismatch,2025-11-06T13:24:03Z,2026-05-31T23:59:59Z
APP-0000371,CAND-0000358,REQ-2025-00008,2025-11-11,linkedin,rejected,assessment,2025-11-25,,assessment_failed,2025-11-25T09:47:17Z,2026-05-31T23:59:59Z
APP-0000372,CAND-0000359,REQ-2025-00009,2025-11-14,career_site,rejected,review,2025-11-18,,experience_mismatch,2025-11-18T14:45:51Z,2026-05-31T23:59:59Z
APP-0000373,CAND-0000360,REQ-2025-00009,2025-11-15,agency,rejected,interview,2025-12-04,,interview_feedback,2025-12-04T10:50:49Z,2026-05-31T23:59:59Z
APP-0000374,CAND-0000361,REQ-2025-00008,2025-11-17,sourced,rejected,assessment,2025-12-09,,assessment_failed,2025-12-09T08:28:26Z,2026-05-31T23:59:59Z
APP-0000375,CAND-0000362,REQ-2025-00009,2025-11-17,job_board,rejected,review,2025-11-21,,not_qualified,2025-11-21T17:22:04Z,2026-05-31T23:59:59Z
APP-0000376,CAND-0000363,REQ-2025-00009,2025-11-19,linkedin,rejected,screen,2025-11-26,,experience_mismatch,2025-11-26T13:14:46Z,2026-05-31T23:59:59Z
APP-0000377,CAND-0000364,REQ-2025-00009,2025-11-20,job_board,rejected,assessment,2025-12-08,,assessment_failed,2025-12-08T14:40:16Z,2026-05-31T23:59:59Z
APP-0000378,CAND-0000365,REQ-2025-00009,2025-11-20,career_site,rejected,review,2025-11-22,,experience_mismatch,2025-11-22T10:56:01Z,2026-05-31T23:59:59Z
APP-0000379,CAND-0000218,REQ-2025-00009,2025-11-21,career_site,rejected,review,2025-11-23,,experience_mismatch,2025-11-23T14:03:03Z,2026-05-31T23:59:59Z
APP-0000380,CAND-0000366,REQ-2025-00009,2025-11-23,linkedin,withdrawn,review,,2025-11-27,accepted_other_offer,2025-11-27T12:57:32Z,2026-05-31T23:59:59Z
APP-0000381,CAND-0000367,REQ-2025-00009,2025-11-23,career_site,rejected,review,2025-12-02,,not_qualified,2025-12-02T18:24:42Z,2026-05-31T23:59:59Z
APP-0000382,CAND-0000008,REQ-2025-00009,2025-11-23,linkedin,rejected,assessment,2025-12-06,,assessment_failed,2025-12-06T13:27:44Z,2026-05-31T23:59:59Z
APP-0000383,CAND-0000368,REQ-2025-00008,2025-11-25,internal,rejected,review,2025-11-30,,experience_mismatch,2025-11-30T14:43:18Z,2026-05-31T23:59:59Z
APP-0000384,CAND-0000369,REQ-2025-00009,2025-11-25,career_site,rejected,assessment,2025-12-10,,assessment_failed,2025-12-10T16:35:49Z,2026-05-31T23:59:59Z
APP-0000385,CAND-0000370,REQ-2025-00009,2025-11-25,referral,rejected,interview,2025-12-23,,interview_feedback,2025-12-23T12:00:51Z,2026-05-31T23:59:59Z
APP-0000386,CAND-0000371,REQ-2025-00009,2025-11-25,agency,withdrawn,review,,2025-11-29,compensation_expectations,2025-11-29T11:10:01Z,2026-05-31T23:59:59Z
APP-0000387,CAND-0000372,REQ-2025-00009,2025-11-27,agency,withdrawn,review,,2025-11-30,location,2025-11-30T15:00:47Z,2026-05-31T23:59:59Z
APP-0000388,CAND-0000373,REQ-2025-00009,2025-12-01,career_site,withdrawn,review,,2025-12-05,location,2025-12-05T15:11:10Z,2026-05-31T23:59:59Z
APP-0000389,CAND-0000374,REQ-2025-00008,2025-12-02,career_site,rejected,review,2025-12-06,,not_qualified,2025-12-06T11:28:24Z,2026-05-31T23:59:59Z
APP-0000390,CAND-0000375,REQ-2025-00009,2025-12-08,job_board,rejected,review,2025-12-12,,not_qualified,2025-12-12T17:26:21Z,2026-05-31T23:59:59Z
APP-0000391,CAND-0000376,REQ-2025-00009,2025-12-09,internal,withdrawn,interview,,2026-01-06,compensation_expectations,2026-01-06T19:58:35Z,2026-05-31T23:59:59Z
APP-0000392,CAND-0000377,REQ-2025-00009,2025-12-10,linkedin,rejected,review,2025-12-12,,experience_mismatch,2025-12-12T10:12:33Z,2026-05-31T23:59:59Z
APP-0000393,CAND-0000378,REQ-2025-00009,2025-12-12,agency,rejected,assessment,2026-01-06,,position_filled,2026-01-06T13:05:11Z,2026-05-31T23:59:59Z
APP-0000394,CAND-0000379,REQ-2025-00009,2025-12-12,career_site,started,offer,,,,2026-02-16T08:36:52Z,2026-05-31T23:59:59Z
APP-0000395,CAND-0000380,REQ-2025-00009,2025-12-13,referral,rejected,review,2025-12-26,,experience_mismatch,2025-12-26T08:34:58Z,2026-05-31T23:59:59Z
APP-0000396,CAND-0000381,REQ-2025-00008,2025-12-16,job_board,rejected,screen,2026-01-13,,not_qualified,2026-01-13T12:54:32Z,2026-05-31T23:59:59Z
APP-0000397,CAND-0000382,REQ-2025-00009,2025-12-20,career_site,rejected,screen,2025-12-29,,experience_mismatch,2025-12-29T13:50:22Z,2026-05-31T23:59:59Z
APP-0000398,CAND-0000383,REQ-2025-00010,2025-12-21,referral,withdrawn,review,,2025-12-30,location,2025-12-30T12:34:23Z,2026-05-31T23:59:59Z
APP-0000399,CAND-0000384,REQ-2025-00010,2025-12-21,linkedin,offer_declined,offer,,,,2026-01-13T08:23:53Z,2026-05-31T23:59:59Z
APP-0000400,CAND-0000385,REQ-2025-00010,2025-12-25,job_board,rejected,review,2025-12-29,,experience_mismatch,2025-12-29T17:05:53Z,2026-05-31T23:59:59Z
APP-0000401,CAND-0000386,REQ-2025-00009,2025-12-27,career_site,rejected,review,2025-12-28,,experience_mismatch,2025-12-28T17:43:03Z,2026-05-31T23:59:59Z
APP-0000402,CAND-0000387,REQ-2025-00009,2025-12-27,referral,rejected,assessment,2026-01-06,,position_filled,2026-01-06T16:49:33Z,2026-05-31T23:59:59Z
APP-0000403,CAND-0000388,REQ-2025-00008,2026-01-01,career_site,rejected,review,2026-01-02,,not_qualified,2026-01-02T08:40:43Z,2026-05-31T23:59:59Z
APP-0000404,CAND-0000389,REQ-2025-00010,2026-01-06,career_site,rejected,review,2026-01-11,,experience_mismatch,2026-01-11T11:23:20Z,2026-05-31T23:59:59Z
APP-0000405,CAND-0000390,REQ-2025-00008,2026-01-13,job_board,rejected,review,2026-01-15,,not_qualified,2026-01-15T19:56:46Z,2026-05-31T23:59:59Z
APP-0000406,CAND-0000391,REQ-2025-00008,2026-01-18,job_board,rejected,review,2026-01-22,,experience_mismatch,2026-01-22T16:29:56Z,2026-05-31T23:59:59Z
APP-0000407,CAND-0000392,REQ-2025-00010,2026-01-25,job_board,withdrawn,review,,2026-01-28,location,2026-01-28T18:15:46Z,2026-05-31T23:59:59Z
APP-0000408,CAND-0000393,REQ-2025-00010,2026-02-01,job_board,rejected,screen,2026-02-13,,not_qualified,2026-02-13T08:48:03Z,2026-05-31T23:59:59Z
APP-0000409,CAND-0000229,REQ-2026-00001,2026-02-20,job_board,rejected,assessment,2026-03-07,,assessment_failed,2026-03-07T16:29:09Z,2026-05-31T23:59:59Z
APP-0000410,CAND-0000394,REQ-2025-00010,2026-02-21,internal,rejected,review,2026-02-27,,not_qualified,2026-02-27T10:34:24Z,2026-05-31T23:59:59Z
APP-0000411,CAND-0000395,REQ-2026-00001,2026-02-22,job_board,rejected,review,2026-03-01,,experience_mismatch,2026-03-01T12:00:38Z,2026-05-31T23:59:59Z
APP-0000412,CAND-0000396,REQ-2026-00001,2026-02-23,job_board,started,offer,,,,2026-04-27T09:23:40Z,2026-05-31T23:59:59Z
APP-0000413,CAND-0000397,REQ-2026-00001,2026-02-25,career_site,rejected,review,2026-03-04,,experience_mismatch,2026-03-04T15:19:38Z,2026-05-31T23:59:59Z
APP-0000414,CAND-0000398,REQ-2026-00001,2026-02-26,job_board,rejected,review,2026-02-28,,not_qualified,2026-02-28T11:03:05Z,2026-05-31T23:59:59Z
APP-0000415,CAND-0000399,REQ-2026-00001,2026-02-26,career_site,rejected,interview,2026-03-24,,position_filled,2026-03-24T14:35:43Z,2026-05-31T23:59:59Z
APP-0000416,CAND-0000398,REQ-2025-00010,2026-02-27,linkedin,rejected,screen,2026-03-11,,experience_mismatch,2026-03-11T08:42:45Z,2026-05-31T23:59:59Z
APP-0000417,CAND-0000400,REQ-2026-00001,2026-02-27,referral,rejected,assessment,2026-03-17,,assessment_failed,2026-03-17T18:43:31Z,2026-05-31T23:59:59Z
APP-0000418,CAND-0000401,REQ-2026-00001,2026-03-01,linkedin,rejected,review,2026-03-03,,not_qualified,2026-03-03T15:05:38Z,2026-05-31T23:59:59Z
APP-0000419,CAND-0000402,REQ-2026-00001,2026-03-02,career_site,rejected,review,2026-03-04,,not_qualified,2026-03-04T10:46:44Z,2026-05-31T23:59:59Z
APP-0000420,CAND-0000403,REQ-2026-00001,2026-03-02,job_board,withdrawn,review,,2026-03-05,location,2026-03-05T12:53:07Z,2026-05-31T23:59:59Z
APP-0000421,CAND-0000404,REQ-2026-00001,2026-03-04,career_site,rejected,screen,2026-03-12,,experience_mismatch,2026-03-12T19:05:09Z,2026-05-31T23:59:59Z
APP-0000422,CAND-0000405,REQ-2026-00001,2026-03-05,career_site,rejected,review,2026-03-08,,experience_mismatch,2026-03-08T08:25:03Z,2026-05-31T23:59:59Z
APP-0000423,CAND-0000406,REQ-2025-00010,2026-03-08,job_board,rejected,review,2026-03-10,,experience_mismatch,2026-03-10T08:26:49Z,2026-05-31T23:59:59Z
APP-0000424,CAND-0000407,REQ-2026-00001,2026-03-10,job_board,rejected,review,2026-03-13,,not_qualified,2026-03-13T18:54:34Z,2026-05-31T23:59:59Z
APP-0000425,CAND-0000200,REQ-2026-00001,2026-03-15,job_board,rejected,screen,2026-03-23,,experience_mismatch,2026-03-23T13:37:00Z,2026-05-31T23:59:59Z
APP-0000426,CAND-0000221,REQ-2025-00008,2026-03-17,career_site,rejected,interview,2026-04-23,,interview_feedback,2026-04-23T18:11:18Z,2026-05-31T23:59:59Z
APP-0000427,CAND-0000408,REQ-2026-00001,2026-03-18,linkedin,withdrawn,screen,,2026-03-24,no_response,2026-03-24T11:33:36Z,2026-05-31T23:59:59Z
APP-0000428,CAND-0000409,REQ-2026-00002,2026-03-21,linkedin,withdrawn,assessment,,2026-04-03,no_response,2026-04-03T17:17:53Z,2026-05-31T23:59:59Z
APP-0000429,CAND-0000410,REQ-2026-00002,2026-03-23,career_site,rejected,assessment,2026-04-24,,assessment_failed,2026-04-24T18:13:43Z,2026-05-31T23:59:59Z
APP-0000430,CAND-0000318,REQ-2026-00002,2026-03-23,career_site,rejected,assessment,2026-04-09,,assessment_failed,2026-04-09T13:04:50Z,2026-05-31T23:59:59Z
APP-0000431,CAND-0000411,REQ-2026-00002,2026-03-27,career_site,rejected,assessment,2026-04-11,,assessment_failed,2026-04-11T19:44:36Z,2026-05-31T23:59:59Z
APP-0000432,CAND-0000412,REQ-2026-00002,2026-03-28,linkedin,rejected,interview,2026-05-05,,interview_feedback,2026-05-05T08:58:06Z,2026-05-31T23:59:59Z
APP-0000433,CAND-0000413,REQ-2026-00002,2026-03-30,internal,rejected,review,2026-04-05,,not_qualified,2026-04-05T08:11:52Z,2026-05-31T23:59:59Z
APP-0000434,CAND-0000414,REQ-2026-00002,2026-03-31,career_site,withdrawn,assessment,,2026-04-28,no_response,2026-04-28T13:17:31Z,2026-05-31T23:59:59Z
APP-0000435,CAND-0000415,REQ-2026-00002,2026-04-11,job_board,rejected,review,2026-04-14,,experience_mismatch,2026-04-14T14:37:49Z,2026-05-31T23:59:59Z
APP-0000436,CAND-0000416,REQ-2026-00003,2026-04-11,linkedin,rejected,assessment,2026-04-17,,assessment_failed,2026-04-17T18:23:03Z,2026-05-31T23:59:59Z
APP-0000437,CAND-0000417,REQ-2026-00003,2026-04-12,sourced,withdrawn,review,,2026-04-15,location,2026-04-15T17:07:29Z,2026-05-31T23:59:59Z
APP-0000438,CAND-0000094,REQ-2026-00003,2026-04-12,linkedin,rejected,interview,2026-04-22,,interview_feedback,2026-04-22T15:35:28Z,2026-05-31T23:59:59Z
APP-0000439,CAND-0000418,REQ-2026-00003,2026-04-13,sourced,offer_accepted,offer,,,,2026-05-04T19:26:14Z,2026-05-31T23:59:59Z
APP-0000440,CAND-0000419,REQ-2026-00003,2026-04-14,linkedin,rejected,review,2026-04-18,,not_qualified,2026-04-18T13:10:13Z,2026-05-31T23:59:59Z
APP-0000441,CAND-0000389,REQ-2026-00002,2026-04-15,job_board,rejected,screen,2026-04-27,,not_qualified,2026-04-27T18:18:11Z,2026-05-31T23:59:59Z
APP-0000442,CAND-0000420,REQ-2026-00003,2026-04-15,agency,rejected,review,2026-04-20,,not_qualified,2026-04-20T17:38:33Z,2026-05-31T23:59:59Z
APP-0000443,CAND-0000421,REQ-2025-00010,2026-04-16,linkedin,rejected,assessment,2026-05-03,,assessment_failed,2026-05-03T16:58:55Z,2026-05-31T23:59:59Z
APP-0000444,CAND-0000422,REQ-2026-00002,2026-04-16,internal,rejected,review,2026-04-18,,not_qualified,2026-04-18T10:36:28Z,2026-05-31T23:59:59Z
APP-0000445,CAND-0000423,REQ-2026-00003,2026-04-17,referral,withdrawn,interview,,2026-05-05,accepted_other_offer,2026-05-05T12:21:14Z,2026-05-31T23:59:59Z
APP-0000446,CAND-0000424,REQ-2026-00003,2026-04-17,internal,rejected,interview,2026-05-06,,position_filled,2026-05-06T08:23:28Z,2026-05-31T23:59:59Z
APP-0000447,CAND-0000425,REQ-2026-00003,2026-04-18,linkedin,offer_withdrawn,offer,,,,2026-05-05T16:57:58Z,2026-05-31T23:59:59Z
APP-0000448,CAND-0000426,REQ-2026-00002,2026-04-20,career_site,withdrawn,review,,2026-04-22,location,2026-04-22T13:04:07Z,2026-05-31T23:59:59Z
APP-0000449,CAND-0000427,REQ-2026-00003,2026-04-20,linkedin,rejected,assessment,2026-05-06,,position_filled,2026-05-06T10:40:17Z,2026-05-31T23:59:59Z
APP-0000450,CAND-0000428,REQ-2025-00008,2026-04-21,career_site,rejected,screen,2026-04-29,,experience_mismatch,2026-04-29T09:46:28Z,2026-05-31T23:59:59Z
APP-0000451,CAND-0000429,REQ-2025-00008,2026-04-21,job_board,rejected,screen,2026-05-27,,experience_mismatch,2026-05-27T15:43:30Z,2026-05-31T23:59:59Z
APP-0000452,CAND-0000430,REQ-2026-00003,2026-04-23,agency,rejected,assessment,2026-05-02,,assessment_failed,2026-05-02T19:04:56Z,2026-05-31T23:59:59Z
APP-0000453,CAND-0000431,REQ-2026-00002,2026-04-24,referral,rejected,review,2026-04-25,,not_qualified,2026-04-25T08:30:06Z,2026-05-31T23:59:59Z
APP-0000454,CAND-0000432,REQ-2026-00003,2026-04-24,career_site,rejected,assessment,2026-05-06,,position_filled,2026-05-06T18:51:25Z,2026-05-31T23:59:59Z
APP-0000455,CAND-0000433,REQ-2026-00003,2026-04-26,referral,rejected,screen,2026-05-06,,position_filled,2026-05-06T15:35:23Z,2026-05-31T23:59:59Z
APP-0000456,CAND-0000434,REQ-2026-00002,2026-04-27,career_site,rejected,review,2026-05-03,,not_qualified,2026-05-03T16:01:05Z,2026-05-31T23:59:59Z
APP-0000457,CAND-0000435,REQ-2026-00003,2026-04-28,referral,rejected,review,2026-05-03,,not_qualified,2026-05-03T08:50:31Z,2026-05-31T23:59:59Z
APP-0000458,CAND-0000436,REQ-2026-00003,2026-04-30,job_board,rejected,review,2026-05-03,,experience_mismatch,2026-05-03T15:56:54Z,2026-05-31T23:59:59Z
APP-0000459,CAND-0000437,REQ-2026-00003,2026-05-01,linkedin,rejected,review,2026-05-06,,position_filled,2026-05-06T13:33:04Z,2026-05-31T23:59:59Z
APP-0000460,CAND-0000438,REQ-2026-00002,2026-05-05,job_board,rejected,interview,2026-05-25,,interview_feedback,2026-05-25T16:57:27Z,2026-05-31T23:59:59Z
APP-0000461,CAND-0000439,REQ-2025-00010,2026-05-13,job_board,rejected,review,2026-05-18,,experience_mismatch,2026-05-18T15:42:25Z,2026-05-31T23:59:59Z
APP-0000462,CAND-0000375,REQ-2026-00002,2026-05-15,career_site,active,assessment,,,,2026-05-27T11:03:55Z,2026-05-31T23:59:59Z
APP-0000463,CAND-0000440,REQ-2025-00008,2026-05-18,referral,rejected,review,2026-05-20,,not_qualified,2026-05-20T18:32:45Z,2026-05-31T23:59:59Z
APP-0000464,CAND-0000441,REQ-2026-00004,2026-05-28,career_site,active,review,,,,2026-05-28T13:21:50Z,2026-05-31T23:59:59Z
APP-0000465,CAND-0000442,REQ-2026-00004,2026-05-31,sourced,active,review,,,,2026-05-31T18:45:12Z,2026-05-31T23:59:59Z
